"","gene","B.males.tpm","B.females.tpm","nonB.males.tpm","nonB.females.tpm","seq","gene_len","blast","diamond","interpro","anno","length","b.status.final","cov.04v13","BmalevnoBmale","BmalevsfemaleB","BmalevsfemalenoB","BfemalevsnoBfemale","noBmalevsnoBfemale"
"696","g1063",0.0642857142857143,0.111666666666667,0.0657142857142857,0.0666666666666667,"scaffold_197",230,NA,NA,NA,"N",695333,"A",-0.302707020010726,NA,NA,NA,NA,NA
"697","g10630",11.3914285714286,9.99,11.6471428571429,10.775,"scaffold_32",1661,NA,NA,NA,"N",1713197,"A",-0.227731956465224,0,0,0,0,0
"698","g10631",0.0385714285714286,0.0333333333333333,0,0,"scaffold_32",406,NA,NA,NA,"N",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"699","g10632",12.4057142857143,9.39166666666667,12.5714285714286,9.45333333333333,"scaffold_32",797,NA,NA,NA,"N",1713197,"A",-0.227731956465224,0,0,0,0,0
"700","g10633",10.96,8.49,3.13571428571429,2.575,"scaffold_32",626,NA,NA,NA,"N",1713197,"A",-0.227731956465224,0,0,0,0,0
"701","g10634",5.16285714285714,5.22833333333333,1.81571428571429,1.93666666666667,"scaffold_32",440,NA,"A0A139W8U7","Integrase zinc binding domain","Y",1713197,"A",-0.227731956465224,0,0,0,0,0
"702","g10635",7.54571428571429,7.17333333333333,7.11142857142857,6.39666666666667,"scaffold_32",431,NA,NA,NA,"N",1713197,"A",-0.227731956465224,0,0,0,0,0
"703","g10636",28.8471428571429,34.8166666666667,28.9385714285714,32.9683333333333,"scaffold_32",1082,"FBX9_HUMAN","A0A067QSD7","F-box-like","Y",1713197,"A",-0.227731956465224,0,0,0,0,0
"704","g10637",158.904285714286,130.076666666667,152.917142857143,151.161666666667,"scaffold_32",311,"LSM3_MOUSE","A0A067RDV3","LSM domain","Y",1713197,"A",-0.227731956465224,0,0,0,0,0
"705","g10638",77.5014285714286,56.5483333333333,81.2185714285714,55.145,"scaffold_32",888,NA,NA,"Inhibitor of Apoptosis domain","Y",1713197,"A",-0.227731956465224,0,0,0,0,0
"706","g10639",35.3857142857143,27.2066666666667,28.89,20.13,"scaffold_32",302,NA,NA,"ER-Golgi trafficking TRAPP I complex 85 kDa subunit","Y",1713197,"A",-0.227731956465224,0,0,0,0,0
"707","g1064",0.681428571428571,0,0.451428571428571,0,"scaffold_197",592,NA,NA,NA,"N",695333,"A",-0.302707020010726,0,1,1,0,1
"708","g10640",15.6985714285714,10.9983333333333,10.5471428571429,8.635,"scaffold_32",787,NA,"A0A0N0BHF5","ER-Golgi trafficking TRAPP I complex 85 kDa subunit","Y",1713197,"A",-0.227731956465224,0,0,0,0,0
"709","g10641",1196.19142857143,1518.32666666667,1283.40571428571,1716.51,"scaffold_32",263,"RL371_DROME","A0A1S4EIV6","Ribosomal protein L37e","Y",1713197,"A",-0.227731956465224,0,0,0,0,0
"710","g10642",685.375714285714,1.73,877.477142857143,7.20333333333333,"scaffold_32",1365,"HXK2_DROME","A0A2J7RH67","Hexokinase","Y",1713197,"A",-0.227731956465224,0,1,1,0,1
"711","g10643",9.80285714285714,5.585,4.35285714285714,1.62666666666667,"scaffold_32",6179,"CE290_DANRE","J9KIG1",NA,"Y",1713197,"A",-0.227731956465224,0,0,1,0,0
"712","g10644",91.4114285714286,116.561666666667,95.4057142857143,119.808333333333,"scaffold_32",663,"NDUS7_PONPY","A0A482XEL6","NADH ubiquinone oxidoreductase, 20 Kd subunit","Y",1713197,"A",-0.227731956465224,0,0,0,0,0
"713","g10645",44.93,36.8966666666667,46.3885714285714,38.4783333333333,"scaffold_32",862,"NKAP_DROME","A0A482WTD9","NF-kappa-B-activating protein C-terminal domain","Y",1713197,"A",-0.227731956465224,0,0,0,0,0
"714","g10646",0.701428571428571,2.48,0.828571428571429,2.515,"scaffold_32",841,"NEK7_HUMAN","Q6DEH7","Protein kinase domain","Y",1713197,"A",-0.227731956465224,0,0,0,0,0
"715","g10647",36.3,27.5016666666667,38.9814285714286,27.6466666666667,"scaffold_32",2542,"PI4KB_XENLA","A0A482XCM9","Phosphatidylinositol 3- and 4-kinase","Y",1713197,"A",-0.227731956465224,0,0,0,0,0
"716","g10648",114.528571428571,205.996666666667,101.501428571429,220.56,"scaffold_32",1638,"DHE3_DROME","J9KB74","Glutamate/Leucine/Phenylalanine/Valine dehydrogenase,Glu/Leu/Phe/Val dehydrogenase, dimerisation domain","Y",1713197,"A",-0.227731956465224,0,0,0,0,0
"717","g10649",44.9342857142857,60.6533333333333,45.0628571428571,71.815,"scaffold_32",1326,"DCA13_DANRE","A0A067QK63","Sof1-like domain,WD domain, G-beta repeat","Y",1713197,"A",-0.227731956465224,0,0,0,0,0
"718","g1065",0,0,0,0,"scaffold_197",749,NA,NA,NA,"N",695333,"A",-0.302707020010726,NA,NA,NA,NA,NA
"719","g10650",10.92,18.6033333333333,8.83,17.8,"scaffold_32",1327,NA,"D6WKA4","Domain of unknown function (DUF4793),Domain of unknown function (DUF4792)","Y",1713197,"A",-0.227731956465224,0,0,0,0,0
"720","g10651",42.5114285714286,44.4966666666667,44.1857142857143,45.8816666666667,"scaffold_32",1840,"MIB1_XENLA","A0A067QXM4","Mib_herc2,Ankyrin repeats (many copies),Zinc finger, ZZ type,Mind bomb SH3 repeat domain","Y",1713197,"A",-0.227731956465224,0,0,0,0,0
"721","g10652",27.0942857142857,58.6483333333333,21.2585714285714,66.87,"scaffold_32",899,NA,"T0RCV6","Phytanoyl-CoA dioxygenase (PhyH)","Y",1713197,"A",-0.227731956465224,0,0,0,0,-1
"722","g10653",0.89,1.28833333333333,1.17142857142857,2.06833333333333,"scaffold_32",1655,NA,NA,NA,"N",1713197,"A",-0.227731956465224,0,0,0,0,0
"723","g10654",0.462857142857143,0.423333333333333,0.617142857142857,0.72,"scaffold_32",574,NA,NA,NA,"N",1713197,"A",-0.227731956465224,0,0,0,0,0
"724","g10655",0.0257142857142857,0,0,0,"scaffold_32",326,NA,NA,NA,"N",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"725","g10656",0.00428571428571429,0,0.00714285714285714,0,"scaffold_32",914,NA,NA,NA,"N",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"726","g10657",0,0,0,0,"scaffold_32",229,NA,NA,NA,"N",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"727","g10658",0.0628571428571429,0.0466666666666667,7.08142857142857,4.30666666666667,"scaffold_32",2270,NA,"A0A1S3DBM8","DDE superfamily endonuclease","Y",1713197,"A",-0.227731956465224,0,0,0,0,0
"728","g10659",0,0,0,0,"scaffold_32",375,NA,NA,NA,"N",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"729","g1066",0,0,0.04,0.188333333333333,"scaffold_197",284,NA,NA,NA,"N",695333,"A",-0.302707020010726,NA,NA,NA,NA,NA
"730","g10660",0.00428571428571429,0,0,0,"scaffold_32",2277,NA,"J9LBS3","Tc5 transposase DNA-binding domain,DDE superfamily endonuclease,helix-turn-helix, Psq domain","Y",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"731","g10661",0,0,0,0,"scaffold_32",860,NA,NA,NA,"N",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"732","g10662",0,0,0,0,"scaffold_32",358,NA,NA,NA,"N",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"733","g10663",0,0,0,0,"scaffold_32",277,NA,NA,"Reverse transcriptase (RNA-dependent DNA polymerase)","Y",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"734","g10664",0,0,0,0,"scaffold_32",385,NA,NA,"Reverse transcriptase (RNA-dependent DNA polymerase)","Y",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"735","g10665",0,0,0,0,"scaffold_32",1313,NA,NA,NA,"N",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"736","g10666",0,0,0,0,"scaffold_32",313,NA,NA,NA,"N",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"737","g10667",0.114285714285714,0.0216666666666667,0.134285714285714,0.136666666666667,"scaffold_32",357,NA,NA,NA,"N",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"738","g10668",0.0842857142857143,0.02,0.0457142857142857,0.31,"scaffold_32",376,NA,NA,NA,"N",1713197,"A",-0.227731956465224,0,0,0,0,0
"739","g10669",0,0.05,0,0.113333333333333,"scaffold_32",674,NA,"A0A0B5KS28",NA,"Y",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"740","g1067",0,0,0,0,"scaffold_197",197,NA,NA,NA,"N",695333,"A",-0.302707020010726,NA,NA,NA,NA,NA
"741","g10670",0.01,0,0.0171428571428571,0.00833333333333333,"scaffold_32",890,NA,NA,NA,"N",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"742","g10671",0,0.0133333333333333,0,0,"scaffold_32",1190,NA,"A0A3Q0IMR4",NA,"Y",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"743","g10672",0,0,0,0,"scaffold_32",421,NA,NA,NA,"N",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"744","g10673",0.458571428571429,0,1.08285714285714,0,"scaffold_32",368,NA,NA,NA,"N",1713197,"A",-0.227731956465224,0,0,0,0,1
"745","g10674",0.354285714285714,0.241666666666667,0.0771428571428571,0.165,"scaffold_32",871,NA,NA,NA,"N",1713197,"A",-0.227731956465224,0,0,0,0,0
"746","g10675",0,0,0.0685714285714286,0,"scaffold_32",239,NA,NA,NA,"N",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"747","g10676",0,0,0,0,"scaffold_32",295,NA,NA,NA,"N",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"748","g10677",0,0,0,0.161666666666667,"scaffold_32",245,NA,NA,NA,"N",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"749","g10678",0,0,0.00428571428571429,0,"scaffold_32",1078,NA,NA,NA,"N",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"750","g10679",0,0,0.0128571428571429,0,"scaffold_32",1001,NA,"A0A0P0QKE7","Helicase conserved C-terminal domain,Flavivirus DEAD domain","Y",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"751","g1068",44.9814285714286,10.2583333333333,40.5528571428571,10.26,"scaffold_197",1466,NA,"A0A482WN02",NA,"Y",695333,"A",-0.302707020010726,0,1,1,0,1
"752","g10680",0.00571428571428571,0.005,0,0,"scaffold_32",878,NA,NA,"Flavivirus DEAD domain","Y",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"753","g10681",0,0.025,0.0985714285714286,0.0133333333333333,"scaffold_32",523,NA,NA,NA,"N",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"754","g10682",0,0,0,0,"scaffold_32",347,NA,NA,NA,"N",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"755","g10683",0.00571428571428571,0,0,0,"scaffold_32",803,NA,NA,"Reverse transcriptase (RNA-dependent DNA polymerase)","Y",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"756","g10684",0.00285714285714286,0.00166666666666667,0,0.00333333333333333,"scaffold_32",1880,NA,NA,NA,"N",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"757","g10685",0.145714285714286,0.025,0.0228571428571429,0.0266666666666667,"scaffold_32",338,NA,NA,NA,"N",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"758","g10686",0.0285714285714286,0,0,0,"scaffold_32",335,NA,NA,NA,"N",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"759","g10687",0.0285714285714286,0.025,0.0857142857142857,0.0283333333333333,"scaffold_32",472,NA,NA,NA,"N",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"760","g10688",0.0171428571428571,0,0.0171428571428571,0,"scaffold_32",415,NA,NA,"Alcohol dehydrogenase transcription factor Myb/SANT-like","Y",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"761","g10689",0,0,0,0,"scaffold_32",296,NA,NA,NA,"N",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"762","g1069",0.41,0,0.247142857142857,0,"scaffold_197",335,NA,NA,NA,"N",695333,"A",-0.302707020010726,0,1,0,0,0
"763","g10690",0,0,0,0.1,"scaffold_32",203,NA,NA,NA,"N",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"764","g10691",0,0,0.01,0.0416666666666667,"scaffold_32",604,NA,NA,NA,"N",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"765","g10692",0,0,0,0,"scaffold_32",349,NA,NA,NA,"N",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"766","g10693",0.0128571428571429,0,0,0,"scaffold_32",565,NA,NA,NA,"N",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"767","g10694",0,0,0.0171428571428571,0,"scaffold_32",466,NA,NA,NA,"N",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"768","g10695",0.225714285714286,0.333333333333333,0.0214285714285714,0.0666666666666667,"scaffold_32",958,NA,"A0A2P8Z4M9","Helix-turn-helix domain (DUF4817)","Y",1713197,"A",-0.227731956465224,0,0,0,0,0
"769","g10696",0,0,0,0,"scaffold_32",320,NA,NA,NA,"N",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"770","g10697",0,0,0,0,"scaffold_32",617,NA,NA,"DDE superfamily endonuclease","Y",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"771","g10698",0.0371428571428571,0.01,0.128571428571429,0.0133333333333333,"scaffold_32",634,NA,NA,NA,"N",1713197,"A",-0.227731956465224,0,0,0,0,0
"772","g10699",57.0242857142857,56.38,56.6342857142857,57.4066666666667,"scaffold_32",524,"MIB1_HUMAN","A0A067QXN1","Ankyrin repeats (many copies)","Y",1713197,"A",-0.227731956465224,0,0,0,0,0
"773","g1070",0.0471428571428571,0.0616666666666667,0.0914285714285714,0.0483333333333333,"scaffold_197",523,NA,NA,NA,"N",695333,"A",-0.302707020010726,0,0,0,0,0
"774","g10700",0,0,0,0,"scaffold_32",296,NA,NA,NA,"N",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"775","g10701",59.4628571428571,61.5916666666667,55.3528571428571,61.3916666666667,"scaffold_32",3199,"MIB1_DANRE","A0A482X911","Zinc finger, C3HC4 type (RING finger),Phorbol esters/diacylglycerol binding domain (C1 domain),C2 domain","Y",1713197,"A",-0.227731956465224,0,0,0,0,0
"776","g10702",14.4385714285714,19.1383333333333,23.6685714285714,28.085,"scaffold_32",1063,"ST14_BOVIN","A0A2J7Q452","Trypsin","Y",1713197,"A",-0.227731956465224,0,0,0,0,0
"777","g10703",20.7257142857143,16.235,18.4542857142857,14.9666666666667,"scaffold_32",811,"TMX2_DROME","A0A482XRM0","Thioredoxin","Y",1713197,"A",-0.227731956465224,0,0,0,0,0
"778","g10704",0,0.113333333333333,0,0,"scaffold_32",316,NA,NA,NA,"N",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"779","g10705",0.0928571428571429,0.035,0.225714285714286,0.0883333333333333,"scaffold_32",745,NA,NA,"hAT family C-terminal dimerisation region","Y",1713197,"A",-0.227731956465224,0,0,0,0,0
"780","g10706",0.0214285714285714,0.00666666666666667,0.0542857142857143,0.015,"scaffold_32",3603,NA,"A0A0L8H4M2","MULE transposase domain","Y",1713197,"A",-0.227731956465224,0,0,0,0,0
"781","g10707",16.6114285714286,19.125,8.20571428571429,11.1833333333333,"scaffold_32",466,NA,NA,"Transcription activator MBF2","Y",1713197,"A",-0.227731956465224,0,0,0,0,0
"782","g10708",27.1128571428571,23.6266666666667,30.9528571428571,25.95,"scaffold_32",4197,"SETD2_MOUSE","A0A067RKL1","WW domain,SET domain,SRI (Set2 Rpb1 interacting) domain,AWS domain","Y",1713197,"A",-0.227731956465224,0,0,0,0,0
"783","g10709",45.33,36.0683333333333,48.3314285714286,37.4566666666667,"scaffold_32",912,NA,NA,NA,"N",1713197,"A",-0.227731956465224,0,0,0,0,0
"784","g1071",0,0,0,0,"scaffold_197",663,NA,NA,NA,"N",695333,"A",-0.302707020010726,NA,NA,NA,NA,NA
"785","g10710",23.2671428571429,42.6716666666667,24.4571428571429,46.5833333333333,"scaffold_32",1613,"MAL2_DROVI","A0A0B4J2K5","Alpha amylase, catalytic domain","Y",1713197,"A",-0.227731956465224,0,0,0,0,0
"786","g10711",0.495714285714286,0,0.378571428571429,0.015,"scaffold_32",531,NA,NA,NA,"N",1713197,"A",-0.227731956465224,0,1,1,0,1
"787","g10712",0.171428571428571,0,0.178571428571429,0,"scaffold_32",392,NA,NA,NA,"N",1713197,"A",-0.227731956465224,0,0,0,0,0
"788","g10713",0,0,0.164285714285714,0,"scaffold_32",341,NA,NA,NA,"N",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"789","g10714",0.0242857142857143,0,0,0,"scaffold_32",332,NA,NA,NA,"N",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"790","g10715",0,0,0,0,"scaffold_32",239,NA,NA,NA,"N",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"791","g10716",52.9871428571429,58.4966666666667,79.3928571428571,47.5916666666667,"scaffold_32",688,NA,"A0A0M4F3W3","Insect cuticle protein","Y",1713197,"A",-0.227731956465224,0,0,0,0,0
"792","g10717",5.39,2.61333333333333,4.93714285714286,2.72833333333333,"scaffold_32",254,NA,NA,"Eclosion hormone","Y",1713197,"A",-0.227731956465224,0,0,0,0,0
"793","g10718",0,0,0,0,"scaffold_32",269,NA,NA,NA,"N",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"794","g10719",0.177142857142857,0.0166666666666667,0.0842857142857143,0.0183333333333333,"scaffold_32",438,NA,NA,NA,"N",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"795","g1072",0,0,0,0,"scaffold_197",242,NA,NA,NA,"N",695333,"A",-0.302707020010726,NA,NA,NA,NA,NA
"796","g10720",0.0257142857142857,0,0.00714285714285714,0,"scaffold_32",1225,NA,NA,NA,"N",1713197,"A",-0.227731956465224,NA,NA,NA,NA,NA
"797","g10721",1.86,1.215,1.52142857142857,1.04,"scaffold_534",1235,NA,"T1HU95","Zinc finger, C2H2 type","Y",200637,"A",0.325196287301286,0,0,0,0,0
"798","g10722",15.2357142857143,17.495,16.6114285714286,20.195,"scaffold_534",2095,"EXOC7_DROME","A0A067QTF9","Exo70 exocyst complex subunit","Y",200637,"A",0.325196287301286,0,0,0,0,0
"799","g10723",14.9785714285714,9.92,19.6357142857143,8.695,"scaffold_534",228,NA,NA,"Kazal-type serine protease inhibitor domain","Y",200637,"A",0.325196287301286,0,0,0,0,0
"800","g10724",1.54142857142857,0.591666666666667,1.21428571428571,0.403333333333333,"scaffold_534",1313,NA,"D6WHG3","PMP-22/EMP/MP20/Claudin tight junction","Y",200637,"A",0.325196287301286,0,0,1,0,1
"801","g10725",5.45571428571429,35.5666666666667,2.81428571428571,38.525,"scaffold_518",310,NA,NA,NA,"N",209603,"A",0.337176986673755,0,-1,-1,0,-1
"802","g10726",2.92,4.63333333333333,2.44285714285714,4.39666666666667,"scaffold_518",11520,NA,"Q0IFS2",NA,"Y",209603,"A",0.337176986673755,0,0,0,0,0
"803","g10727",31.58,113.41,15.0328571428571,90.3066666666667,"scaffold_518",1376,NA,NA,NA,"N",209603,"A",0.337176986673755,0,-1,-1,0,-1
"804","g10728",4.61714285714286,5.84666666666667,4.01428571428571,6.22666666666667,"scaffold_518",2072,"BGAL_MOUSE","A0A1S3DJB5","Glycosyl hydrolases family 35","Y",209603,"A",0.337176986673755,0,0,0,0,0
"805","g10729",0.821428571428571,0.831666666666667,5.15571428571429,3.95166666666667,"scaffold_518",363,NA,NA,NA,"N",209603,"A",0.337176986673755,-1,0,-1,0,0
"806","g1073",124.385714285714,42.65,120.255714285714,45.035,"scaffold_197",5569,NA,"A0A2J7QYX5",NA,"Y",695333,"A",-0.302707020010726,0,1,1,0,1
"807","g10730",26.5957142857143,66.6933333333333,21.3057142857143,61.8116666666667,"scaffold_518",1015,NA,NA,NA,"N",209603,"A",0.337176986673755,0,-1,0,0,-1
"808","g10731",0.222857142857143,0.238333333333333,0.311428571428571,0.181666666666667,"scaffold_518",1760,NA,"A0A182G595",NA,"Y",209603,"A",0.337176986673755,0,0,0,0,0
"809","g10732",16.4857142857143,50.01,6.48,36.0633333333333,"scaffold_518",1385,NA,NA,NA,"N",209603,"A",0.337176986673755,0,0,0,0,-1
"810","g10733",0.00571428571428571,0.01,0,0.0183333333333333,"scaffold_518",1763,NA,NA,NA,"N",209603,"A",0.337176986673755,NA,NA,NA,NA,NA
"811","g10734",6.17142857142857,4.24833333333333,6.37142857142857,3.99333333333333,"scaffold_518",1715,NA,"A0A182G595",NA,"Y",209603,"A",0.337176986673755,0,0,0,0,0
"812","g10735",12.4257142857143,25.4483333333333,10.8842857142857,19.2766666666667,"scaffold_518",1682,NA,NA,NA,"N",209603,"A",0.337176986673755,0,0,0,0,0
"813","g10736",4.02571428571429,9.125,3.02,8.89666666666667,"scaffold_518",10963,NA,"Q0IFS2",NA,"Y",209603,"A",0.337176986673755,0,0,0,0,0
"814","g10737",21.4385714285714,13.8283333333333,22.7942857142857,14.04,"scaffold_412",2029,"HEXD_MOUSE","J9JVI5","Glycosyl hydrolase family 20, catalytic domain","Y",305113,"A",-0.0122465937079524,0,0,0,0,0
"815","g10738",0,0,0,0,"scaffold_412",338,NA,NA,NA,"N",305113,"A",-0.0122465937079524,NA,NA,NA,NA,NA
"816","g10739",5.55857142857143,6.87166666666667,8.93,8,"scaffold_412",263,NA,NA,"Adipokinetic hormone","Y",305113,"A",-0.0122465937079524,0,0,0,0,0
"817","g1074",46.1185714285714,40.4016666666667,47.8971428571429,46.735,"scaffold_197",835,"RPB3_MOUSE","A0A2J7QYY2","RNA polymerase Rpb3/Rpb11 dimerisation domain,RNA polymerase Rpb3/RpoA insert domain","Y",695333,"A",-0.302707020010726,0,0,0,0,0
"818","g10740",21.3871428571429,11.64,19.2042857142857,9.26666666666667,"scaffold_412",2952,"OARD1_MOUSE","A0A2J7RJD7",NA,"Y",305113,"A",-0.0122465937079524,0,0,0,0,0
"819","g10741",43.9928571428571,45.74,46.5442857142857,49.6266666666667,"scaffold_412",1663,"ORCT_DROME","A0A067QQY6","Sugar (and other) transporter","Y",305113,"A",-0.0122465937079524,0,0,0,0,0
"820","g10742",22.8614285714286,16.8466666666667,24.7657142857143,18.3033333333333,"scaffold_412",4410,NA,"A0A067RKF8","Methyl-CpG binding domain","Y",305113,"A",-0.0122465937079524,0,0,0,0,0
"821","g10743",5.25857142857143,3.88833333333333,3.60142857142857,1.52833333333333,"scaffold_412",3230,NA,"A0A482XDF1","Broad-minded protein","Y",305113,"A",-0.0122465937079524,0,0,1,0,0
"822","g10744",1193.76142857143,1764.05666666667,1127.03428571429,1897.03666666667,"scaffold_412",732,"RS31_XENLA","A0A067R1U8","KH domain,Ribosomal protein S3, C-terminal domain","Y",305113,"A",-0.0122465937079524,0,0,0,0,0
"823","g10745",36.9514285714286,39.1333333333333,35.7385714285714,36.385,"scaffold_412",687,NA,NA,"Second Mitochondria-derived Activator of Caspases","Y",305113,"A",-0.0122465937079524,0,0,0,0,0
"824","g10746",19.2685714285714,16.1616666666667,20.1228571428571,14,"scaffold_412",2902,"RTEL1_AEDAE","J9JK01","Helicase C-terminal domain,DEAD_2","Y",305113,"A",-0.0122465937079524,0,0,0,0,0
"825","g10747",66.0928571428571,39.635,77.8942857142857,49.225,"scaffold_412",1436,"T11L1_HUMAN","A0A2J7PCK9","T-complex protein 11","Y",305113,"A",-0.0122465937079524,0,0,0,0,0
"826","g10748",24.1057142857143,18.1033333333333,26.9328571428571,17.18,"scaffold_412",2738,NA,NA,NA,"N",305113,"A",-0.0122465937079524,0,0,0,0,0
"827","g10749",79.18,82.9916666666667,71.7857142857143,71.5,"scaffold_412",824,"USF2_RAT","A0A482X4Q1","Helix-loop-helix DNA-binding domain,Geminin","Y",305113,"A",-0.0122465937079524,0,0,0,0,0
"828","g1075",0.507142857142857,0.841666666666667,0.224285714285714,2.15333333333333,"scaffold_197",1642,NA,NA,NA,"N",695333,"A",-0.302707020010726,0,0,-1,0,-1
"829","g10750",151.835714285714,277.775,138.715714285714,266.615,"scaffold_412",1971,"VATA_AEDAL","A0A026VXV0","ATP synthase alpha/beta family, nucleotide-binding domain,ATPsynthase alpha/beta subunit N-term extension","Y",305113,"A",-0.0122465937079524,0,0,0,0,0
