"","gene","logFC","AveExpr","t","P.Value","adj.P.Val","de","gene_len","seq","blast","diamond","pfam_acc","pfam_descr","ipr_acc","ipr_descr","GO","anno"
"928","g16211",3.86367948743165,4.87483851825202,7.51108274636183,2.68446871124079e-08,4.53380152061173e-07,"FB",665,"scaffold_54",NA,NA,NA,NA,NA,NA,NA,"N"
"929","g7557",-6.10626161566003,0.804454694137542,-7.50723860741509,2.71338039087789e-08,4.57769761746278e-07,"MB (FC > 5)",429,"scaffold_16",NA,NA,NA,NA,NA,NA,NA,"N"
"930","g12706",-2.73579002542318,4.97371735263536,-7.50607694730259,2.71715147487706e-08,4.57913065223099e-07,"MB",511,"scaffold_693",NA,NA,NA,NA,NA,NA,NA,"N"
"931","g15795",-1.92979340128131,5.58278236916095,-7.50189750675531,2.74479036557807e-08,4.62074107408218e-07,"MB",2031,"scaffold_747","SMAL1_MOUSE","T1HM11","PF00176;PF07443;PF00271","SNF2 family N-terminal domain; HepA-related protein (HARP); Helicase conserved C-terminal domain","IPR000330;IPR010003;IPR001650","SNF2-related, N-terminal domain; HARP domain; Helicase, C-terminal","GO:0005524","Y"
"932","g22888",4.80458233782303,0.270226791029362,7.5009456699844,2.75166186488789e-08,4.62733867042789e-07,"FB",873,"scaffold_37",NA,NA,"PF00194","Eukaryotic-type carbonic anhydrase","IPR001148","Alpha carbonic anhydrase domain",NA,"Y"
"933","g6826",-8.77068722300254,2.1707073632202,-7.50300562775966,2.76998026712365e-08,4.65315120328285e-07,"MB (FC > 5)",863,"scaffold_81","LFG1_HUMAN","A0A2A4JLM1","PF01027","Inhibitor of apoptosis-promoting Bax1","IPR006214","Bax inhibitor 1-related",NA,"Y"
"934","g16253",-5.42869362153969,0.69461606242284,-7.49055432315087,2.8228992098692e-08,4.73696994820984e-07,"MB (FC > 5)",933,"scaffold_629",NA,NA,NA,NA,NA,NA,NA,"N"
"935","g7206",3.6965681369225,2.87581777135907,7.48912223274987,2.83109758365458e-08,4.74564624905007e-07,"FB",873,"scaffold_17","CGL_PIG","A0A443S3M5","PF01053","Cys/Met metabolism PLP-dependent enzyme","IPR000277","Cys/Met metabolism, pyridoxal phosphate-dependent enzyme","GO:0030170","Y"
"936","g11463",-6.36200885970436,2.83758520869876,-7.4853839169403,2.86230984302788e-08,4.79283997540341e-07,"MB (FC > 5)",5223,"scaffold_355","FAS_MOUSE","J9K3D3","PF00975;PF00109;PF14765;PF00698;PF08659;PF00550;PF13602","Thioesterase domain; Beta-ketoacyl synthase, N-terminal domain; Polyketide synthase dehydratase; Acyl transferase domain; KR domain; Phosphopantetheine attachment site; Zinc-binding dehydrogenase","IPR001031;IPR014030;IPR020807;IPR014043;IPR013968;IPR009081","Thioesterase; Beta-ketoacyl synthase, N-terminal; Polyketide synthase, dehydratase domain; Acyl transferase; Polyketide synthase, ketoreductase domain; Phosphopantetheine binding ACP domain","GO:0009058;GO:0016788","Y"
"937","g5998",-4.3008883402622,-1.39971449289066,-7.48162455014012,2.88317318457512e-08,4.82262255302517e-07,"MB",671,"scaffold_216",NA,NA,NA,NA,NA,NA,NA,"N"
"938","g5146",2.4348137065038,4.09478744729398,7.47706335820008,2.91505183547973e-08,4.87074705943218e-07,"FB",1837,"scaffold_174","VGR_SOLIN",NA,"PF00057","Low-density lipoprotein receptor domain class A","IPR002172","Low-density lipoprotein (LDL) receptor class A repeat","GO:0005515","Y"
"939","g2916",2.02977220316101,6.62704007099271,7.47198350119739,2.95118789294755e-08,4.92559835078937e-07,"FB",1048,"scaffold_89","GALE_HUMAN","A0A482WHL8","PF16363","GDP-mannose 4,6 dehydratase","IPR016040","NAD(P)-binding domain",NA,"Y"
"940","g15077",3.08906275053675,3.58519907335034,7.47156814270118,2.95416477365023e-08,4.92559835078937e-07,"FB",997,"scaffold_68","ESTE_MYZPE","A0A088A7H8","PF00135","Carboxylesterase family","IPR002018","Carboxylesterase, type B",NA,"Y"
"941","g5720",3.16699788884532,4.98132654529199,7.4707292965755,2.96018310910168e-08,4.93038787130187e-07,"FB",2155,"scaffold_105",NA,"A0A154P2K6","PF01431;PF05649","Peptidase family M13; Peptidase family M13","IPR018497;IPR008753","Peptidase M13, C-terminal domain; Peptidase M13, N-terminal domain","GO:0004222;GO:0006508","Y"
"942","g4990",3.33715148658642,3.06696855845488,7.46902370060351,2.97246047708669e-08,4.94558100396812e-07,"FB",1207,"scaffold_176","LIP3_DROME","X1WSL9","PF04083","Partial alpha/beta-hydrolase lipase region","IPR006693","Partial AB-hydrolase lipase domain","GO:0006629","Y"
"943","g6583",3.97169035026585,0.651464869682998,7.45705460410326,3.06013620673482e-08,5.08505888370029e-07,"FB",894,"scaffold_52",NA,NA,"PF00194","Eukaryotic-type carbonic anhydrase","IPR001148","Alpha carbonic anhydrase domain",NA,"Y"
"944","g12690",2.48638327472266,2.91136280603971,7.45668826768865,3.0627803140516e-08,5.08505888370029e-07,"FB",535,"scaffold_418",NA,NA,NA,NA,NA,NA,NA,"N"
"945","g5955",3.15888258226399,0.961408519345495,7.44856826454058,3.12376855354189e-08,5.18082799361503e-07,"FB",2371,"scaffold_115",NA,NA,NA,NA,NA,NA,NA,"N"
"946","g16076",4.04097561647809,4.24872709032188,7.44658586579833,3.13894127677744e-08,5.19809690128509e-07,"FB",1358,"scaffold_191","VCP_APIME","A0A2A4K7Y2","PF00450","Serine carboxypeptidase","IPR001563","Peptidase S10, serine carboxypeptidase","GO:0004185;GO:0006508","Y"
"947","g4265",2.32935043583722,6.14952620758367,7.44632724157229,3.14081398935556e-08,5.19809690128509e-07,"FB",1333,"scaffold_188","PH4H_DROME","A0A482WKN8","PF00351","Biopterin-dependent aromatic amino acid hydroxylase","IPR019774","Aromatic amino acid hydroxylase, C-terminal","GO:0016714;GO:0055114","Y"
"948","g20186",4.21263365134787,3.88264427784609,7.44373983674232,3.16077840429371e-08,5.22562024583284e-07,"FB",1020,"scaffold_370","CATL_DROME","A0A423TC40","PF08246;PF00112","Cathepsin propeptide inhibitor domain (I29); Papain family cysteine protease","IPR013201;IPR000668","Cathepsin propeptide inhibitor domain (I29); Peptidase C1A, papain C-terminal","GO:0006508;GO:0008234","Y"
"949","g16108",2.81868892947436,3.87865379881803,7.44235958614449,3.17123182337986e-08,5.23737791020364e-07,"FB",2015,"scaffold_439","FGFR1_DROME","A0A482XBJ6","PF07714","Protein tyrosine kinase","IPR001245","Serine-threonine/tyrosine-protein kinase, catalytic domain","GO:0004672;GO:0006468","Y"
"950","g18761",5.57558498978005,-0.634242399667612,7.43562750942176,3.22591558242479e-08,5.32208157087829e-07,"FB (FC > 5)",556,"scaffold_114",NA,NA,NA,NA,NA,NA,NA,"N"
"951","g7101",2.36818915871777,3.40055681643431,7.4313118502909,3.25752249397846e-08,5.36857518907722e-07,"FB",1400,"scaffold_79","PATH_DROME","G0Y6R8","PF01490","Transmembrane amino acid transporter protein","IPR013057","Amino acid transporter, transmembrane domain",NA,"Y"
"952","g317",2.48321237190327,0.792371059996425,7.42725188188819,3.28983334843037e-08,5.40304662419924e-07,"FB",1088,"scaffold_42",NA,NA,NA,NA,NA,NA,NA,"N"
"953","g13910",3.45839411623004,6.10684878590272,7.42714025597036,3.29073996477456e-08,5.40304662419924e-07,"FB",1375,"scaffold_118",NA,NA,NA,NA,NA,NA,NA,"N"
"954","g20335",3.37949398474153,1.37841462103108,7.42707132509244,3.29128757062811e-08,5.40304662419924e-07,"FB",1721,"scaffold_129","EST6_APIME","A0A2J7QKK3","PF00135","Carboxylesterase family","IPR002018","Carboxylesterase, type B",NA,"Y"
"955","g22879",4.52255506384983,0.751690888264423,7.42699835206492,3.29222837115439e-08,5.40304662419924e-07,"FB",837,"scaffold_37",NA,NA,"PF00194","Eukaryotic-type carbonic anhydrase","IPR001148","Alpha carbonic anhydrase domain",NA,"Y"
"956","g6677",2.04132313404784,8.7619791649903,7.42642642897065,3.29644254242974e-08,5.40430376229093e-07,"FB",1549,"scaffold_179","YH24_CAEEL","T1HYN4","PF00883","Cytosol aminopeptidase family, catalytic domain","IPR000819","Peptidase M17, leucyl aminopeptidase, C-terminal","GO:0004177;GO:0006508","Y"
"957","g11468",2.55515345321944,1.29782608866616,7.4238146440674,3.31744408527826e-08,5.43305132168925e-07,"FB",1799,"scaffold_355",NA,"J9K3D3","PF00109","Beta-ketoacyl synthase, N-terminal domain","IPR014030","Beta-ketoacyl synthase, N-terminal",NA,"Y"
"958","g14556",-1.48140725489008,10.4769458745844,-7.42127574378898,3.33799045081308e-08,5.46099418951914e-07,"MB",7121,"scaffold_419","SPTCB_DROME","A0A2J7RAX6","PF00435;PF00307;PF15410","Spectrin repeat; Calponin homology (CH) domain; Pleckstrin homology domain","IPR002017;IPR001715;IPR041681","Spectrin repeat; Calponin homology domain; Pleckstrin homology domain 9","GO:0005515","Y"
"959","g10128",3.53637987467348,7.54097325711919,7.4140494840249,3.39720398200066e-08,5.55207278518209e-07,"FB",3939,"scaffold_130","PXDN_DROME","A0A482V9F4","PF03098;PF13855;PF13927;PF07679","Animal haem peroxidase; Leucine rich repeat; Immunoglobulin domain; Immunoglobulin I-set domain","IPR019791;IPR001611;IPR013098","Haem peroxidase, animal-type; Leucine-rich repeat; Immunoglobulin I-set","GO:0005515","Y"
"960","g19302",-6.41019624264406,0.240700383744486,-7.41292534276882,3.41356422668374e-08,5.57299917966815e-07,"MB (FC > 5)",1070,"scaffold_18",NA,NA,NA,NA,NA,NA,NA,"N"
"961","g2654",2.33149476049132,3.35962279792714,7.41030359880638,3.42828968680534e-08,5.59121584404787e-07,"FB",2247,"scaffold_221","SL7A1_MOUSE","A0A0M3QWP9","PF13520;PF14995;PF13906","Amino acid permease; Transmembrane protein; C-terminus of AA_permease","IPR002293;IPR029248;IPR029485","Amino acid/polyamine transporter I; Transmembrane protein 107; Cationic amino acid transporter, C-terminal","GO:0016020;GO:0022857;GO:0055085","Y"
"962","g3440",3.38343370453137,2.00322960091397,7.40777580623014,3.44945486377963e-08,5.61988628690418e-07,"FB",1504,"scaffold_10","FACR1_DROME","J9K7D4","PF03015;PF07993","Male sterility protein; Male sterility protein","IPR033640;IPR013120","Fatty acyl-CoA reductase, C-terminal; Male sterility, NAD-binding",NA,"Y"
"963","g6828",-7.00368010681878,-1.71242789132315,-7.4034919313633,3.49841078658062e-08,5.69372712960313e-07,"MB (FC > 5)",1985,"scaffold_81",NA,"A0A1U8N8I4","PF14291;PF05699","Domain of unknown function (DUF4371); hAT family C-terminal dimerisation region","IPR025398;IPR008906","Domain of unknown function DUF4371; HAT, C-terminal dimerisation domain","GO:0046983","Y"
"964","g6615",2.45714803114537,5.31064114934076,7.40051782758532,3.51092923073996e-08,5.70817363416882e-07,"FB",1917,"scaffold_242","STA5B_MOUSE","A0A0J7NU89","PF02864;PF01017;PF00017","STAT protein, DNA binding domain; STAT protein, all-alpha domain; SH2 domain","IPR013801;IPR013800;IPR000980","STAT transcription factor, DNA-binding; STAT transcription factor, all-alpha domain; SH2 domain","GO:0003677;GO:0006355;GO:0007165","Y"
"965","g3057",-3.34612137816915,3.04882073288038,-7.39901104358745,3.52384251737297e-08,5.72323147925249e-07,"MB",5009,"scaffold_36","ABCA3_HUMAN","A0A2J7RIF3","PF00005;PF12698","ABC transporter; ABC-2 family transporter protein","IPR003439","ABC transporter-like","GO:0005524;GO:0016887","Y"
"966","g1170",-3.19584736967377,-0.180805809370012,-7.39809772246507,3.53168313401094e-08,5.7300279253989e-07,"MB",311,"scaffold_220",NA,NA,NA,NA,NA,NA,NA,"N"
"967","g5716",4.42423105197215,8.08035654861779,7.39070876106002,3.59613324565474e-08,5.82856218812272e-07,"FB",2923,"scaffold_105","NEP_TRILK","A0A0L7RAA7","PF01431;PF05649","Peptidase family M13; Peptidase family M13","IPR018497;IPR008753","Peptidase M13, C-terminal domain; Peptidase M13, N-terminal domain","GO:0004222;GO:0006508","Y"
"968","g15384",2.49003448347123,2.53618352403319,7.39015285618383,3.60068097831139e-08,5.82990423275563e-07,"FB",1368,"scaffold_133",NA,"J9MAL5","PF07690","Major Facilitator Superfamily","IPR011701","Major facilitator superfamily","GO:0016021;GO:0055085","Y"
"969","g8153",5.45188040677513,6.51728937376638,7.38806923622259,3.62128762182251e-08,5.85721784280951e-07,"FB (FC > 5)",1089,"scaffold_66","CYSP_SCHJA","C4WS84","PF00112;PF08127","Papain family cysteine protease; Peptidase family C1 propeptide","IPR000668;IPR012599","Peptidase C1A, papain C-terminal; Peptidase C1A, propeptide","GO:0006508;GO:0008234;GO:0004197;GO:0050790","Y"
"970","g21501",-2.21658269364386,4.44076461995921,-7.38394124262121,3.65558772584332e-08,5.90295537765699e-07,"MB",5392,"scaffold_382","DSCL_DROME","A0A482X5D3","PF07679;PF00041;PF13927","Immunoglobulin I-set domain; Fibronectin type III domain; Immunoglobulin domain","IPR013098;IPR003961","Immunoglobulin I-set; Fibronectin type III","GO:0005515","Y"
"971","g4624",2.00167682552142,5.51580442848623,7.38377173594878,3.6570979848816e-08,5.90295537765699e-07,"FB",5964,"scaffold_383","ALDO2_ARATH","A0A1J1J970","PF00111;PF01799;PF03450;PF02738;PF01315;PF00941","2Fe-2S iron-sulfur cluster binding domain; [2Fe-2S] binding domain; CO dehydrogenase flavoprotein C-terminal domain; Molybdopterin-binding domain of aldehyde dehydrogenase; Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain; FAD binding domain in molybdopterin dehydrogenase","IPR001041;IPR002888;IPR005107;IPR008274;IPR000674;IPR002346","2Fe-2S ferredoxin-type iron-sulfur binding domain; [2Fe-2S]-binding; CO dehydrogenase flavoprotein, C-terminal; Aldehyde oxidase/xanthine dehydrogenase, molybdopterin binding; Aldehyde oxidase/xanthine dehydrogenase, a/b hammerhead; Molybdopterin dehydrogenase, FAD-binding","GO:0009055;GO:0051536;GO:0016491;GO:0046872;GO:0055114","Y"
"972","g1958",3.01153629655837,0.535144892899784,7.3812394812487,3.67973747329017e-08,5.93338738877334e-07,"FB",1365,"scaffold_218","VGLU2_HUMAN","A0A2J7QA10","PF07690","Major Facilitator Superfamily","IPR011701","Major facilitator superfamily","GO:0016021;GO:0055085","Y"
"973","g14968",4.43841167328809,-2.38551242345283,7.37983250045583,3.69272278857084e-08,5.94820598820872e-07,"FB",250,"scaffold_324",NA,NA,"PF00106","short chain dehydrogenase","IPR002347","Short-chain dehydrogenase/reductase SDR",NA,"Y"
"974","g22635",2.83646664442851,0.477887538221094,7.37386242349801,3.74650465516714e-08,6.02777233465467e-07,"FB",695,"scaffold_6",NA,NA,"PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"975","g20629",5.01195218180073,6.11819496069108,7.37334350012628,3.7524043002749e-08,6.02777233465467e-07,"FB (FC > 5)",4683,"scaffold_215","CO1A2_RAT","A0A067QGI1","PF01391;PF01410","Collagen triple helix repeat (20 copies); Fibrillar collagen C-terminal domain","IPR008160;IPR000885","Collagen triple helix repeat; Fibrillar collagen, C-terminal","GO:0005201","Y"
"976","g5412",3.76077417259996,6.49935392440926,7.37308572892534,3.75365647841699e-08,6.02777233465467e-07,"FB",1075,"scaffold_195",NA,NA,NA,NA,NA,NA,NA,"N"
"977","g22651",3.18295859780876,2.49784505845886,7.37208004579654,3.76282532204236e-08,6.03384625841316e-07,"FB",1624,"scaffold_6",NA,"A0A139WIW7","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"978","g9458",2.73653206292895,1.90554832695077,7.37141107986762,3.76896381730342e-08,6.03384625841316e-07,"FB",1371,"scaffold_101","YM67_CAEEL","A0A195CTE8","PF05577","Serine carboxypeptidase S28","IPR008758","Peptidase S28","GO:0006508;GO:0008236","Y"
"979","g22641",2.73249008935943,2.01480196255655,7.37140840626297,3.76898837936993e-08,6.03384625841316e-07,"FB",818,"scaffold_6",NA,"A0A2P8ZG59","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"980","g1572",2.35175923837432,1.70394295956051,7.36230764951718,3.85358044956445e-08,6.16297616183915e-07,"FB",2222,"scaffold_206","NRF6_CAEEL","A0A482WKF9",NA,NA,NA,NA,NA,"Y"
"981","g10832",2.25816050764028,7.02173164379561,7.35227418616797,3.94909225171741e-08,6.30928877279989e-07,"FB",2056,"scaffold_776","GLGB_MOUSE","A0A482XAD8","PF02922;PF00128;PF02806","Carbohydrate-binding module 48 (Isoamylase N-terminal domain); Alpha amylase, catalytic domain; Alpha amylase, C-terminal all-beta domain","IPR004193;IPR006047;IPR006048","Glycoside hydrolase, family 13, N-terminal; Glycosyl hydrolase, family 13, catalytic domain; Alpha-amylase/branching enzyme, C-terminal all beta","GO:0004553;GO:0005975;GO:0003824;GO:0043169","Y"
"982","g19065",3.09412325843171,1.22176565518851,7.35058748754312,3.96538730634337e-08,6.32887120695719e-07,"FB",1434,"scaffold_38","TRET1_CULQU","A0A482X6Z7","PF00083","Sugar (and other) transporter","IPR005828","Major facilitator,  sugar transporter-like","GO:0016021;GO:0022857;GO:0055085","Y"
"983","g9946",-2.04745649874744,5.38946998007854,-7.3497782080908,3.9732255332116e-08,6.33493019145731e-07,"MB",2081,"scaffold_80",NA,"A0A3M7R5S4","PF09820","Predicted AAA-ATPase","IPR018631","AAA-ATPase-like domain",NA,"Y"
"984","g1228",2.92072976108179,3.57919685444633,7.34515673485355,4.01830940165501e-08,6.40030114351006e-07,"FB",2833,"scaffold_284","PYX_DROME","J9KHJ7","PF00520;PF00023;PF12796","Ion transport protein; Ankyrin repeat; Ankyrin repeats (3 copies)","IPR005821;IPR002110;IPR020683","Ion transport domain; Ankyrin repeat; Ankyrin repeat-containing domain","GO:0005216;GO:0006811;GO:0016020;GO:0055085;GO:0005515","Y"
"985","g10238",2.82354224316206,-0.263021251183955,7.34110207496385,4.05829238041188e-08,6.4574229927102e-07,"FB",554,"scaffold_72",NA,NA,NA,NA,NA,NA,NA,"N"
"986","g9817",3.33004389147986,4.03722273136178,7.3309385781927,4.16032078951475e-08,6.61305352272461e-07,"FB",990,"scaffold_47","CATB_SHEEP","B7P3P1","PF00112","Papain family cysteine protease","IPR000668","Peptidase C1A, papain C-terminal","GO:0006508;GO:0008234","Y"
"987","g16130",3.45401784662811,-1.27658999229752,7.32953356738973,4.17463617809959e-08,6.6290853920319e-07,"FB",2803,"scaffold_521",NA,NA,NA,NA,NA,NA,NA,"N"
"988","g35",-1.57196069461409,6.0433793994206,-7.32621604758745,4.20860114498655e-08,6.67625564224435e-07,"MB",4441,"scaffold_93","SLIT_DROME","A0A482XFV1","PF13855;PF01463;PF00054;PF00008;PF12661;PF01462","Leucine rich repeat; Leucine rich repeat C-terminal domain; Laminin G domain; EGF-like domain; Human growth factor-like EGF; Leucine rich repeat N-terminal domain","IPR001611;IPR000483;IPR001791;IPR000742;IPR013032;IPR000372","Leucine-rich repeat; Cysteine-rich flanking region, C-terminal; Laminin G domain; EGF-like domain; EGF-like, conserved site; Leucine-rich repeat N-terminal domain","GO:0005515","Y"
"989","g11652",2.20467141814992,3.31579129577573,7.32522132816816,4.21884554098597e-08,6.68573975367777e-07,"FB",1228,"scaffold_152","ACDSB_RAT","A0A158NIP9","PF00441;PF02771;PF02770","Acyl-CoA dehydrogenase, C-terminal domain; Acyl-CoA dehydrogenase, N-terminal domain; Acyl-CoA dehydrogenase, middle domain","IPR009075;IPR013786;IPR006091","Acyl-CoA dehydrogenase/oxidase C-terminal; Acyl-CoA dehydrogenase/oxidase, N-terminal; Acyl-CoA oxidase/dehydrogenase, central domain","GO:0016627;GO:0055114;GO:0050660","Y"
"990","g744",-4.28445151422116,-1.889413109803,-7.32284374926764,4.24371725034701e-08,6.71836166309987e-07,"MB",845,"scaffold_140",NA,NA,NA,NA,NA,NA,NA,"N"
"991","g16210",4.14541519319079,5.53722858796662,7.32110761150712,4.26167907128594e-08,6.73848643258216e-07,"FB",689,"scaffold_54",NA,NA,NA,NA,NA,NA,NA,"N"
"992","g16311",3.58127349799287,0.629619172561471,7.32077045113524,4.26502809999458e-08,6.73848643258216e-07,"FB",764,"scaffold_77",NA,NA,NA,NA,NA,NA,NA,"N"
"993","g22659",3.99466448862289,0.974168446802072,7.31961366073901,4.27720365646058e-08,6.74535525927015e-07,"FB",812,"scaffold_6",NA,"A0A2J7R4S8","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"994","g8888",-2.70815900781487,6.44762617758102,-7.31952692639612,4.27798323723252e-08,6.74535525927015e-07,"MB",859,"scaffold_2","ELOV4_HUMAN","J9K518","PF01151","GNS1/SUR4 family","IPR002076","ELO family","GO:0016021","Y"
"995","g20842",2.42187936851355,4.90075187872198,7.31750707595615,4.29916226524461e-08,6.77193670182702e-07,"FB",3848,"scaffold_869","PLXA1_HUMAN","A0A482WJJ4","PF01833;PF01403;PF01437;PF18020;PF17960","IPT/TIG domain; Sema domain; Plexin repeat; TIG domain found in plexin; TIG domain","IPR002909;IPR001627;IPR002165;IPR041362;IPR041019","IPT domain; Sema domain; Plexin repeat; Plexin, TIG domain 2; Plexin, TIG domain 1","GO:0005515","Y"
