"","gene","logFC","AveExpr","t","P.Value","adj.P.Val","de","gene_len","seq","blast","diamond","interpro","anno"
"4665","g17325",1.32011638766801,-0.130772532140981,1.40178599295072,0.0863559530514591,0.290130086211258,"NS",956,"scaffold_390",NA,NA,NA,"N"
"4666","g20081",-1.14009974828894,4.73318377953283,-1.40066101185979,0.0865223281425745,0.290626757175004,"NS",4088,"scaffold_456","TOLL7_DROME","T1IG77","Leucine rich repeat,TIR domain","Y"
"4667","g15947",-2.42279654058696,-1.8324697704411,-1.40653935106595,0.0867857354713306,0.291431739587158,"NS",209,"scaffold_1957",NA,NA,NA,"N"
"4668","g18419",1.32503352944621,2.55036824283115,1.39879288646349,0.0867991680209822,0.291431739587158,"NS",903,"scaffold_864",NA,NA,NA,"N"
"4669","g12226",1.27622297741146,2.64412718909098,1.39855642020114,0.0868342600245713,0.291487118733156,"NS",600,"scaffold_167",NA,NA,"Phosphatidylethanolamine-binding protein","Y"
"4670","g19155",-1.60996180171441,-1.38290664964376,-1.39807203111947,0.0869074277175809,0.291670260089432,"NS",2224,"scaffold_62",NA,NA,NA,"N"
"4671","g20689",1.33363906089017,2.12156561455765,1.39763203167002,0.0869715490101354,0.291822968879437,"NS",408,"scaffold_131",NA,NA,NA,"N"
"4672","g3243",-1.2195612298597,3.63246283314717,-1.39705399438858,0.0870574852365378,0.292048794116493,"NS",741,"scaffold_12",NA,NA,"Domain of unknown function (DUF4786)","Y"
"4673","g17118",1.27724538916556,-0.195227044787655,1.39593083038622,0.0872246570399091,0.292546982620692,"NS",1705,"scaffold_388",NA,"A0A261DD54","Predicted AAA-ATPase","Y"
"4674","g5777",1.44675257223894,-0.156826151681697,1.39494002117759,0.0873723592329225,0.292979671856567,"NS",1491,"scaffold_255",NA,NA,NA,"N"
"4675","g15386",1.19415701763873,1.6056112098199,1.3944384476668,0.0874471755449971,0.29316782509449,"NS",1374,"scaffold_133",NA,"J9MAL5","Major Facilitator Superfamily","Y"
"4676","g4390",-1.19913539237427,2.3446688518665,-1.39371191749191,0.0875556653624247,0.293468764590522,"NS",630,"scaffold_554",NA,NA,NA,"N"
"4677","g2143",1.43874314533327,-1.51397584571804,1.39044235109778,0.0880452279258407,0.295046580560552,"NS",1164,"scaffold_1117",NA,NA,NA,"N"
"4678","g9058",-1.17958802320915,4.67380741212172,-1.38809241989308,0.0883983949145524,0.296166747220133,"NS",440,"scaffold_740",NA,NA,NA,"N"
"4679","g16297",-1.57148367630087,-1.7908303131455,-1.38778790934334,0.0884448773319675,0.296259149908939,"NS",2478,"scaffold_77",NA,NA,"7tm Chemosensory receptor","Y"
"4680","g2408",1.31156220079284,7.26835921787158,1.38755932624038,0.0884786714874316,0.296309020987717,"NS",27445,"scaffold_416",NA,NA,NA,"N"
"4681","g17101",1.24376123501217,2.24230327703832,1.38582952745576,0.0887395509228964,0.297119201370339,"NS",2157,"scaffold_219","ZN713_HUMAN",NA,"Zinc finger, C2H2 type","Y"
"4682","g14010",1.43754242162461,-0.465404639451062,1.38551991447709,0.088786325346149,0.297212318912899,"NS",466,"scaffold_39",NA,NA,"Transcription activator MBF2","Y"
"4683","g3238",-1.42157678202571,-1.65366410148264,-1.38496424913699,0.088870284281703,0.297429845301544,"NS",1030,"scaffold_12",NA,NA,"Dynein heavy chain C-terminal domain","Y"
"4684","g18306",-1.17029904032855,5.30569314271655,-1.38311388395881,0.0891503325040182,0.298303407629265,"NS",1739,"scaffold_574","SYN_DROME","A0A154PKA5","Synapsin, N-terminal domain,Synapsin, ATP binding domain","Y"
"4685","g4326",-1.35586827549331,7.03320816055147,-1.38221499201741,0.0892866332233802,0.298695710247607,"NS",307,"scaffold_264",NA,NA,NA,"N"
"4686","g19433",-1.18527448581808,1.93431616961393,-1.38132168269865,0.0894222486701245,0.299029780345745,"NS",1247,"scaffold_7","LHX3_CHICK","J9JYD0","Homeodomain,LIM domain","Y"
"4687","g8858",-1.16460400081045,4.5357154857056,-1.381305857401,0.0894246526179101,0.299029780345745,"NS",3716,"scaffold_2","CA2D3_MOUSE","A0A2J7PJ48","Neuronal voltage-dependent calcium channel alpha 2acd,VWA N-terminal,von Willebrand factor type A domain","Y"
"4688","g15207",1.31967950206178,0.22122336784159,1.38061512904389,0.0895296276190869,0.299316948309289,"NS",1358,"scaffold_294",NA,NA,"Predicted AAA-ATPase","Y"
"4689","g8434",1.22299510357096,4.31436206725442,1.37981143252463,0.0896518930121821,0.299661786986549,"NS",406,"scaffold_232",NA,NA,NA,"N"
"4690","g1696",1.31247544454954,2.39572054660176,1.37736052707982,0.0900255577116658,0.300846602561821,"NS",850,"scaffold_243",NA,NA,"ML domain","Y"
"4691","g22259",1.57884844906222,-0.947505894628135,1.37648708659985,0.0901598643005983,0.30123119871739,"NS",875,"scaffold_376",NA,NA,NA,"N"
"4692","g1110",-1.25828578805454,4.18104486615927,-1.37597259134732,0.0902377044172367,0.301427012218958,"NS",1913,"scaffold_389","DHGL_DROPS","A0A2P8ZMS0","GMC oxidoreductase","Y"
"4693","g8260",1.27337676873373,-0.478044164383593,1.37582567269454,0.0902601839947874,0.301437857180972,"NS",337,"scaffold_308",NA,NA,NA,"N"
"4694","g18683",-1.09869849477047,4.68240606211073,-1.37448212912052,0.0904659596384915,0.302060712700059,"NS",2723,"scaffold_45","DDR2_HUMAN","A0A067R7Z8","Protein tyrosine kinase,F5/8 type C domain","Y"
"4695","g10040",-1.55487366664213,3.00688975311773,-1.3717923795158,0.0908795536049507,0.303377048700829,"NS",618,"scaffold_53",NA,NA,NA,"N"
"4696","g12047",1.31577172468654,0.325048672922612,1.37155034959308,0.0909162670259907,0.303409246304607,"NS",714,"scaffold_156",NA,NA,NA,"N"
"4697","g4456",-1.46385483563535,1.73171195367716,-1.37136457242414,0.0909449072272587,0.303409246304607,"NS",2112,"scaffold_94",NA,"X1WM34","MULE transposase domain","Y"
"4698","g4740",1.42120716635836,-0.416760787150741,1.37134896010215,0.0909472748764784,0.303409246304607,"NS",481,"scaffold_193",NA,NA,NA,"N"
"4699","g2411",1.27485350573408,2.0554132487094,1.37043972657036,0.091087312086456,0.303811756188769,"NS",491,"scaffold_416",NA,NA,NA,"N"
"4700","g23082",-1.21514145403442,2.80472299734397,-1.37006781477995,0.0911446459734821,0.303938305604763,"NS",1591,"scaffold_441","CHN_DROME","A0A482W9P0","Zinc finger, C2H2 type","Y"
"4701","g4085",-1.38779809504057,5.07872689295196,-1.36849694512844,0.0913871266028374,0.304682075142793,"NS",1881,"scaffold_70","DHGL_DROME","A0A2J7RBG4","GMC oxidoreductase","Y"
"4702","g76",-1.48162631199085,6.77336247356843,-1.36727405742654,0.0915763210297807,0.30524791142062,"NS",1531,"scaffold_415","FACR1_DROME","J9K9Q7","Male sterility protein","Y"
"4703","g12651",1.213993841347,2.03998683248782,1.36157870546077,0.0924610384973782,0.308131374945654,"NS",662,"scaffold_471","PITX_DROME",NA,"OAR domain","Y"
"4704","g18671",1.18431769154917,7.09173309771333,1.36014551019369,0.0926847431818027,0.308811220214369,"NS",773,"scaffold_45","IMPL2_DROME","E0VX35","Immunoglobulin I-set domain,Immunoglobulin domain","Y"
"4705","g14897",1.38603699655737,4.52406213736972,1.35801111521406,0.0930186847945058,0.309857990814939,"NS",1711,"scaffold_33","PYRD2_HUMAN","A0A210PUR2","NAD(P)-binding Rossmann-like domain","Y"
"4706","g16361",-1.44649060143574,3.26803413999471,-1.3572930153518,0.0931312756896862,0.310167123647355,"NS",1391,"scaffold_353",NA,NA,NA,"N"
"4707","g19652",2.10441687159464,2.24458500780534,1.3593816634412,0.0931724184490901,0.310211870100312,"NS",709,"scaffold_248",NA,NA,NA,"N"
"4708","g2726",2.39963256982796,1.11179893095236,1.36552642294334,0.0931842968437613,0.310211870100312,"NS",1271,"scaffold_1511",NA,"A0A482WU47","Ecdysteroid kinase","Y"
"4709","g5966",-1.2939990636272,1.55750522699782,-1.35664451469528,0.0932329875274531,0.310289074740779,"NS",724,"scaffold_115",NA,NA,NA,"N"
"4710","g1459",-2.32426489013883,0.935053126892466,-1.36312001743748,0.0932470836488912,0.310289074740779,"NS",788,"scaffold_20",NA,NA,NA,"N"
"4711","g1912",1.15327862250869,2.57527576060721,1.35056364375947,0.0941912528499442,0.313364361264524,"NS",1881,"scaffold_245","GCYDA_DROME","A0A2J7Q456","Heme NO binding associated,Adenylate and Guanylate cyclase catalytic domain,Haem-NO-binding","Y"
"4712","g12198",1.67288008934483,-1.75898741078989,1.35006587826345,0.0942763401948786,0.313580874336658,"NS",1034,"scaffold_1216",NA,NA,NA,"N"
"4713","g13855",1.69943410207615,3.39671039959741,1.34949155280344,0.0943704778172913,0.313827392070954,"NS",392,"scaffold_118",NA,NA,NA,"N"
"4714","g6960",1.60222571411342,-1.76289574337104,1.34914599399409,0.0944176124334449,0.313917530689305,"NS",917,"scaffold_26",NA,NA,NA,"N"
"4715","g23112",6.04121719980162,2.12008483298909,1.50590854845664,0.0946164238232732,0.314511815605973,"NS",864,"scaffold_222",NA,NA,"Astacin (Peptidase family M12A)","Y"
"4716","g15482",1.37692002637534,3.69279574127469,1.34734605610288,0.0947014055970422,0.314716119816961,"NS",1077,"scaffold_29","CTNS_DROME","E2AMM9","PQ loop repeat","Y"
"4717","g16263",-1.24370654190119,2.65719447103463,-1.34724131321554,0.0947180461415558,0.314716119816961,"NS",895,"scaffold_544","PLCA_HUMAN","F4WSQ4","Acyltransferase","Y"
"4718","g20727",1.38642472100719,0.412171347971209,1.34677100350239,0.0947928083365135,0.31489777131373,"NS",653,"scaffold_131",NA,NA,NA,"N"
"4719","g15403",1.12129988731001,6.4501626314434,1.34464375810682,0.0951315159314807,0.315955975671561,"NS",1956,"scaffold_133","GSH1_HUMAN","A0A067QZ11","Glutamate-cysteine ligase","Y"
"4720","g21910",1.2811434288794,3.39610949638586,1.34288302077474,0.0954125827488313,0.316822332504753,"NS",1807,"scaffold_22","MAL2_DROVI","A0A0B4J2K5","Alpha amylase, catalytic domain","Y"
"4721","g13055",1.2886664011876,2.94797543259895,1.34272465177796,0.0954378948957025,0.316839255814519,"NS",2374,"scaffold_410",NA,"A0A2J7PTP3","Histidine phosphatase superfamily (branch 2)","Y"
"4722","g4563",-1.08713253779875,4.56516932430269,-1.34162124556516,0.0956143975804613,0.317357995188177,"NS",3407,"scaffold_479","BRE1_DROME","E2BWV7","Zinc finger, C3HC4 type (RING finger)","Y"
"4723","g8539",1.19092846395964,9.28837055805847,1.34050533217502,0.0957931593022144,0.317875803538294,"NS",2032,"scaffold_112",NA,NA,NA,"N"
"4724","g15300",-1.10564956122058,4.68138775804579,-1.34039425304893,0.0958109676459454,0.317875803538294,"NS",1725,"scaffold_100","ZN782_HUMAN",NA,"Zinc-finger associated domain (zf-AD),THAP domain,Zinc-finger of C2H2 type,Zinc finger, C2H2 type","Y"
"4725","g15949",-2.02307978288866,-0.889292704071534,-1.33857819080146,0.09636212925063,0.31963675169209,"NS",451,"scaffold_1413","PDE11_TAKRU","A0A482X6M8",NA,"Y"
"4726","g20552",1.39970082302378,0.212278230303823,1.3361792627972,0.0964886333742685,0.319988648090332,"NS",903,"scaffold_113",NA,NA,"Predicted AAA-ATPase","Y"
"4727","g8261",1.3607351181815,-0.961305666539894,1.33512943737167,0.0966579890535943,0.320482475658342,"NS",271,"scaffold_308",NA,NA,NA,"N"
"4728","g16132",1.23360829898191,3.23050031875177,1.33423828551191,0.0968019329422758,0.320891855965374,"NS",2165,"scaffold_521","ALG13_HUMAN","A0A482XCX5",NA,"Y"
"4729","g14830",-1.31199710833714,6.16369284780598,-1.33372158860414,0.0968854699946156,0.32110086090624,"NS",2128,"scaffold_361",NA,"J9JUN8","Mitochondria-eating protein","Y"
"4730","g15783",1.34749412422693,-1.5329939947086,1.32693843454861,0.0979873353116949,0.32468403939539,"NS",209,"scaffold_59",NA,NA,"Baculovirus FP protein","Y"
"4731","g4385",-1.74015040015677,-1.82679753522802,-1.32535410791892,0.0982671601360211,0.325542422492467,"NS",447,"scaffold_554",NA,NA,NA,"N"
"4732","g21421",2.66625877974965,-1.94070623082158,1.34503978792464,0.0982985966455408,0.32557774835705,"NS",1576,"scaffold_110","CATA_DROME","A0A2J7REJ5","Catalase,Catalase-related immune-responsive","Y"
"4733","g613",-1.59319594145295,-0.86436090476005,-1.31905704410764,0.0992819598138169,0.328765298153804,"NS",522,"scaffold_592",NA,NA,"PBP/GOBP family","Y"
"4734","g2520",1.10925775058043,9.93895857846854,1.31851547610472,0.0993690628490306,0.328984225186493,"NS",1370,"scaffold_49","ENO_CAEEL","A0A482XCJ0","Enolase, N-terminal domain,Enolase, C-terminal TIM barrel domain","Y"
"4735","g20690",1.3193118748305,3.42656876538173,1.31818234718289,0.0994240188663522,0.329096652099754,"NS",2406,"scaffold_131",NA,"A0A482X6U8","Low-density lipoprotein receptor domain class A,Trypsin","Y"
"4736","g16152",1.3856968737654,-1.12408915368616,1.31709025844137,0.0996043496050721,0.329623938209522,"NS",934,"scaffold_54",NA,NA,"Protein of unknown function (DUF1676)","Y"
"4737","g4919",1.16664081752165,3.80783562931576,1.31543031887407,0.0998789160292373,0.330462793102435,"NS",1642,"scaffold_281","EST6_APIME","A0A2J7QKK3","Carboxylesterase family","Y"
"4738","g11331",1.6167076823667,1.89061120469103,1.31499188985624,0.0999551022981984,0.3306450650738,"NS",2844,"scaffold_406","PAIN_DROME","A0A194Q921","Ion transport protein,Ankyrin repeats (many copies)","Y"
"4739","g1235",1.87002445514327,5.66996229165554,1.31399529676358,0.100212614659417,0.331367105235825,"NS",834,"scaffold_284","NIT2_BOVIN","A0A1S4EGF0","Carbon-nitrogen hydrolase","Y"
"4740","g16783",2.21241490410116,3.42074369761705,1.31856630432092,0.100215662529051,0.331367105235825,"NS",1709,"scaffold_638",NA,"Q0IFS3",NA,"Y"
"4741","g2417",1.32129504230981,1.51876885892558,1.31128416240677,0.100567290932077,0.332459639480794,"NS",625,"scaffold_416",NA,NA,NA,"N"
"4742","g11079",-1.21135663378454,1.2805453540556,-1.3096454657006,0.100840366269942,0.3332920836248,"NS",3398,"scaffold_1","SUV92_XENTR","J9LZX2","Protein of unknown function (DUF 659),SET domain,Pre-SET motif,hAT family C-terminal dimerisation region","Y"
"4743","g4643",1.24034803604656,1.06136726779605,1.30851024993911,0.101029875990525,0.333848038456567,"NS",868,"scaffold_659",NA,NA,NA,"N"
"4744","g6944",1.33994907042878,1.73806870178313,1.3036550225549,0.101843495032887,0.336465661393432,"NS",1036,"scaffold_26",NA,NA,NA,"N"
"4745","g3727",-1.25583365620647,0.0363092738637679,-1.30199122770925,0.102123463619638,0.337319503753549,"NS",1947,"scaffold_190",NA,NA,"Zinc finger, C2H2 type","Y"
"4746","g19197",1.21986414440373,2.96611085870694,1.30184200959054,0.102148601710534,0.337331444291866,"NS",785,"scaffold_305",NA,NA,NA,"N"
"4747","g533",-1.18792962836499,1.28581493485499,-1.30147193546277,0.102210966961926,0.337466291382824,"NS",936,"scaffold_262",NA,"A0A482X7E9","Ras family","Y"
"4748","g4071",1.10176156531488,5.29509823098725,1.30042447169755,0.102387645412318,0.337978425978783,"NS",445,"scaffold_70","MIFH_TRITR","A0A067R099","Macrophage migration inhibitory factor (MIF)","Y"
"4749","g23405",1.14738140500816,6.46104286834219,1.29899479844796,0.102629171200647,0.338704358860336,"NS",503,"scaffold_364","MYPH_ECHGR","A0A1S3D7F8","Calponin homology (CH) domain,Calponin family repeat","Y"
"4750","g5468",-1.37315745178174,5.60856558457264,-1.29860540433177,0.102695034984707,0.338850375434801,"NS",1286,"scaffold_27",NA,"A0A232FB73",NA,"Y"
"4751","g20422",1.63174925316167,3.49169894235097,1.29845581570315,0.102725922719715,0.338880948597369,"NS",1630,"scaffold_164","EST6_APIME","A0A067QXD4","Carboxylesterase family","Y"
"4752","g9292",-1.33132453749657,-0.498020771668381,-1.29235923213528,0.103755908083042,0.342206722934663,"NS",211,"scaffold_58",NA,NA,NA,"N"
"4753","g7841",-1.25669286889508,-0.202361984539266,-1.29105574885381,0.103978353872998,0.342868239059858,"NS",514,"scaffold_307",NA,NA,NA,"N"
"4754","g21711",-1.12514638332856,5.9704336313458,-1.28947673671891,0.104248310663982,0.343686111282413,"NS",1036,"scaffold_9","KAPC3_DROME","A0A482XJ83","Protein kinase domain","Y"
"4755","g140",2.2500817504692,1.57652296910709,1.29381221469257,0.104696556324914,0.345091299112592,"NS",1721,"scaffold_360",NA,NA,NA,"N"
"4756","g8795",1.57393549703232,-1.76222498807547,1.28605115481751,0.104837996187403,0.34548484319705,"NS",2141,"scaffold_177",NA,NA,"Predicted AAA-ATPase","Y"
"4757","g3396",-1.17493740532911,7.775706180992,-1.28465907140844,0.105075287312277,0.346194025235509,"NS",4720,"scaffold_84","CHS2_CAEEL","X1WRK9,T1HVG1","Chitin synthase","Y"
"4758","g9427",1.39770446402426,-0.408562426652138,1.28290040964824,0.105378434675463,0.34708039484508,"NS",1529,"scaffold_434",NA,NA,NA,"N"
"4759","g6726",-1.68500533952069,7.40352889874329,-1.28292976762344,0.105388604547166,0.34708039484508,"NS",7027,"scaffold_179","ZNFX1_MOUSE","J9KAH4","AAA domain","Y"
"4760","g2373",-2.96063716569711,-0.44448141677368,-1.31793418764439,0.106008380312829,0.349048181647684,"NS",572,"scaffold_1006",NA,NA,NA,"N"
"4761","g8970",-1.08788802646338,6.49276028935006,-1.27884203307545,0.106080494493567,0.349212264271724,"NS",1490,"scaffold_302","RDX_DROME","A0A139WMR0","MATH domain,BTB/POZ domain","Y"
"4762","g4639",1.32748149761523,0.663858056035984,1.27647179346263,0.106492183550128,0.350493908605869,"NS",853,"scaffold_659",NA,NA,NA,"N"
"4763","g1429",1.30159866330105,1.83088835436255,1.27610315743086,0.106556321128798,0.350631371205471,"NS",629,"scaffold_20",NA,NA,NA,"N"
"4764","g17852",-1.1297697395824,3.46953181743615,-1.27509704699496,0.10673152191578,0.351134160996227,"NS",3632,"scaffold_1401","SYDE_DROME","J9K3M0","RhoGAP domain","Y"
"4765","g3454",1.30228833872584,4.29142858625777,1.27430172629726,0.106870172357255,0.351516518647483,"NS",1127,"scaffold_10",NA,NA,NA,"N"
"4766","g10900",1.47326683390422,1.81890334835218,1.27160964548309,0.107340738301871,0.352990220605377,"NS",416,"scaffold_1",NA,NA,NA,"N"
"4767","g19264",1.25399759226905,1.12821013588971,1.27088847662346,0.107466773949953,0.353330553412549,"NS",536,"scaffold_18",NA,NA,"Chitin binding Peritrophin-A domain","Y"
"4768","g13152",1.15631531882373,5.30047543245813,1.26950274197757,0.107709710002256,0.35405500940968,"NS",1991,"scaffold_13","ALS_RAT","A0A482XJN4","Leucine rich repeat","Y"
"4769","g22683",1.49346650430865,-0.265681002208023,1.26868145245881,0.10785430421354,0.354455967695285,"NS",851,"scaffold_6",NA,"A0A482VP03","UDP-glucoronosyl and UDP-glucosyl transferase","Y"
"4770","g17707",1.28434629764128,7.34478031839486,1.26710950816836,0.108130258237862,0.355288372612581,"NS",1228,"scaffold_136","Y2678_METMA","H5XTY7","Serpin (serine protease inhibitor)","Y"
"4771","g19699",-1.31350133946879,4.13969861328681,-1.26384388659957,0.108706121919203,0.357105648467758,"NS",819,"scaffold_207",NA,NA,NA,"N"
"4772","g12034",-1.54364459971227,-1.14033914973202,-1.26072136288844,0.109260480368593,0.35885153160456,"NS",856,"scaffold_156",NA,"A0A1S3D3Y4","Mitochondrial glycoprotein","Y"
"4773","g7239",-1.07040255979249,5.77118260789411,-1.25921849691452,0.109525756730121,0.35964743038575,"NS",1781,"scaffold_17","STC_DROME","A0A158N8Z6","R3H domain,NF-X1 type zinc finger","Y"
"4774","g17422",1.50079595725682,-1.06305044692564,1.25778451095816,0.109781393124724,0.360411347809761,"NS",523,"scaffold_1190",NA,NA,"BTB/POZ domain","Y"
"4775","g3751",-1.42528334329644,-1.65462838779755,-1.25398678435053,0.110458548172235,0.362558497487633,"NS",659,"scaffold_525",NA,NA,NA,"N"
"4776","g1879",1.28605763040119,0.207814215387288,1.25293781099182,0.110646221047759,0.363098455293451,"NS",1764,"scaffold_620","PERO_DROME","J9JLS0","Animal haem peroxidase","Y"
"4777","g801",-1.26205226616506,-0.958466937525127,-1.25198681626706,0.110816631949107,0.363581551714119,"NS",343,"scaffold_140","FER3_DROME",NA,"Helix-loop-helix DNA-binding domain","Y"
"4778","g18850",-1.42461947898587,-0.637984481013212,-1.25049421136398,0.111084562765419,0.364384334914696,"NS",1319,"scaffold_172",NA,NA,NA,"N"
"4779","g10004",1.33725420268791,0.113357290884671,1.24597975808301,0.111897652146512,0.366968405230847,"NS",861,"scaffold_53",NA,NA,NA,"N"
