"gene","gene_len","seq","blast","diamond","pfam_acc","pfam_descr","ipr_acc","ipr_descr","GO","anno"
"g13254",2733,"scaffold_455","SEM2A_SCHGR","A0A482WV02","PF01403","Sema domain","IPR001627","Sema domain","GO:0005515","Y"
"g13255",1008,"scaffold_455","CATB_SHEEP","A0A482XFH7","PF00112;PF08127","Papain family cysteine protease; Peptidase family C1 propeptide","IPR000668;IPR012599","Peptidase C1A, papain C-terminal; Peptidase C1A, propeptide","GO:0006508;GO:0008234;GO:0004197;GO:0050790","Y"
"g13256",1817,"scaffold_455","OTU7B_MOUSE","J9K7A3","PF02338","OTU-like cysteine protease","IPR003323","OTU domain",NA,"Y"
"g13257",367,"scaffold_455",NA,NA,"PF11410","Antifungal peptide","IPR024206","Gurmarin/antimicrobial peptide",NA,"Y"
"g13258",2080,"scaffold_455","MT12B_DANRE","A0A3Q0J3X9","PF07690","Major Facilitator Superfamily","IPR011701","Major facilitator superfamily","GO:0016021;GO:0055085","Y"
"g13259",1577,"scaffold_455","SYCM_HUMAN","A0A195F027","PF01406","tRNA synthetases class I (C) catalytic domain","IPR032678","tRNA synthetases class I, catalytic domain",NA,"Y"
"g1326",833,"scaffold_69",NA,NA,NA,NA,NA,NA,NA,"N"
"g13260",230,"scaffold_455",NA,NA,NA,NA,NA,NA,NA,"N"
"g13261",206,"scaffold_455",NA,NA,NA,NA,NA,NA,NA,"N"
"g13262",1422,"scaffold_455",NA,"A0A1S3D1W4","PF01607","Chitin binding Peritrophin-A domain","IPR002557","Chitin binding domain","GO:0005576;GO:0006030;GO:0008061","Y"
"g13263",1384,"scaffold_455","XIAP_RAT","A0A498NT04","PF00653","Inhibitor of Apoptosis domain","IPR001370","BIR repeat",NA,"Y"
"g13264",1661,"scaffold_455","XIAP_RAT,XIAP_MOUSE","A0A498NT04","PF00653;PF13920","Inhibitor of Apoptosis domain; Zinc finger, C3HC4 type (RING finger)","IPR001370","BIR repeat",NA,"Y"
"g13265",925,"scaffold_202","FD4_DROME","A0A3Q0IHU3","PF00250","Forkhead domain","IPR001766","Fork head domain","GO:0003700;GO:0006355;GO:0043565","Y"
"g13266",352,"scaffold_202",NA,NA,NA,NA,NA,NA,NA,"N"
"g13267",298,"scaffold_202",NA,NA,NA,NA,NA,NA,NA,"N"
"g13268",2065,"scaffold_202",NA,"A0A3M7R5S4","PF09820","Predicted AAA-ATPase","IPR018631","AAA-ATPase-like domain",NA,"Y"
"g13269",781,"scaffold_202","ECI2_RAT","I3KL81","PF00378","Enoyl-CoA hydratase/isomerase","IPR001753","Enoyl-CoA hydratase/isomerase","GO:0003824","Y"
"g1327",1005,"scaffold_69",NA,NA,"PF02949","7tm Odorant receptor","IPR004117","Olfactory receptor, insect","GO:0004984;GO:0005549;GO:0007608;GO:0016020","Y"
"g13270",1626,"scaffold_202",NA,NA,NA,NA,NA,NA,NA,"N"
"g13271",622,"scaffold_202",NA,NA,NA,NA,NA,NA,NA,"N"
"g13272",754,"scaffold_202",NA,NA,NA,NA,NA,NA,NA,"N"
"g13273",837,"scaffold_202",NA,NA,NA,NA,NA,NA,NA,"N"
"g13274",3768,"scaffold_202",NA,NA,NA,NA,NA,NA,NA,"N"
"g13275",890,"scaffold_202",NA,NA,NA,NA,NA,NA,NA,"N"
"g13276",359,"scaffold_202",NA,NA,NA,NA,NA,NA,NA,"N"
"g13277",1784,"scaffold_202","LARP6_HUMAN","A0A482XIM5","PF05383","La domain","IPR006630","La-type HTH domain",NA,"Y"
"g13278",562,"scaffold_202","CIB3_HUMAN","A0A067QWW7","PF13499","EF-hand domain pair","IPR002048","EF-hand domain","GO:0005509","Y"
"g13279",1394,"scaffold_202","SNX2_MOUSE","A0A2P8YDG7","PF09325;PF00787","Vps5 C terminal like; PX domain","IPR015404;IPR001683","Sorting nexin Vps5-like, C-terminal; Phox homologous domain","GO:0035091","Y"
"g1328",1255,"scaffold_69","CL066_MOUSE","A0A482XCP2","PF09404","KICSTOR complex C12orf66 like","IPR018544","KICSTOR complex protein C12orf66-like",NA,"Y"
"g13280",1142,"scaffold_202",NA,NA,"PF04057","Replication factor-A protein 1, N-terminal domain","IPR007199","Replication factor-A protein 1, N-terminal","GO:0003677;GO:0005634;GO:0006260","Y"
"g13281",462,"scaffold_202",NA,NA,NA,NA,NA,NA,NA,"N"
"g13282",212,"scaffold_202",NA,NA,NA,NA,NA,NA,NA,"N"
"g13283",1239,"scaffold_202",NA,NA,NA,NA,NA,NA,NA,"N"
"g13284",917,"scaffold_202",NA,"A0A151JF00",NA,NA,NA,NA,NA,"Y"
"g13285",242,"scaffold_202",NA,NA,NA,NA,NA,NA,NA,"N"
"g13286",843,"scaffold_202",NA,NA,NA,NA,NA,NA,NA,"N"
"g13287",314,"scaffold_202",NA,NA,NA,NA,NA,NA,NA,"N"
"g13288",269,"scaffold_202",NA,NA,NA,NA,NA,NA,NA,"N"
"g13289",2682,"scaffold_202","ELF1_DROME","A0A482XS53","PF04516","CP2 transcription factor","IPR007604","CP2 transcription factor",NA,"Y"
"g1329",210,"scaffold_69",NA,NA,NA,NA,NA,NA,NA,"N"
"g13290",2650,"scaffold_202",NA,NA,NA,NA,NA,NA,NA,"N"
"g13291",1272,"scaffold_202",NA,NA,"PF02752","Arrestin (or S-antigen), C-terminal domain","IPR011022","Arrestin C-terminal-like domain",NA,"Y"
"g13292",596,"scaffold_202",NA,NA,NA,NA,NA,NA,NA,"N"
"g13293",884,"scaffold_202",NA,NA,NA,NA,NA,NA,NA,"N"
"g13294",1031,"scaffold_202",NA,NA,"PF02752","Arrestin (or S-antigen), C-terminal domain","IPR011022","Arrestin C-terminal-like domain",NA,"Y"
"g13295",632,"scaffold_202",NA,NA,NA,NA,NA,NA,NA,"N"
"g13296",1283,"scaffold_202",NA,"A0A182MAM7","PF02752;PF00339","Arrestin (or S-antigen), C-terminal domain; Arrestin (or S-antigen), N-terminal domain","IPR011022;IPR011021","Arrestin C-terminal-like domain; Arrestin-like, N-terminal",NA,"Y"
"g13297",260,"scaffold_202",NA,NA,NA,NA,NA,NA,NA,"N"
"g13298",648,"scaffold_202","MAL1_DROVI","A0A067QF67","PF00128","Alpha amylase, catalytic domain","IPR006047","Glycosyl hydrolase, family 13, catalytic domain","GO:0003824;GO:0005975","Y"
"g13299",1318,"scaffold_202","MAL2_DROME","A0A067QF67","PF00128","Alpha amylase, catalytic domain","IPR006047","Glycosyl hydrolase, family 13, catalytic domain","GO:0003824;GO:0005975","Y"
"g133",1319,"scaffold_360",NA,"A0A2H4UXB5",NA,NA,NA,NA,NA,"Y"
"g1330",3317,"scaffold_69","LATS1_MOUSE","A0A0L7RDY2","PF00069;PF00627","Protein kinase domain; UBA/TS-N domain","IPR000719;IPR015940","Protein kinase domain; Ubiquitin-associated domain","GO:0004672;GO:0005524;GO:0006468","Y"
"g13300",674,"scaffold_1243",NA,NA,NA,NA,NA,NA,NA,"N"
"g13301",1649,"scaffold_1243",NA,"J9JL93","PF05485;PF13613;PF13359","THAP domain; Helix-turn-helix of DDE superfamily endonuclease; DDE superfamily endonuclease","IPR006612;IPR027805;IPR027806","THAP-type zinc finger; Transposase, Helix-turn-helix domain; Harbinger transposase-derived nuclease domain","GO:0003676","Y"
"g13302",1535,"scaffold_1243",NA,"J9L6S7","PF09588","YqaJ-like viral recombinase domain","IPR019080","YqaJ viral recombinase",NA,"Y"
"g13303",413,"scaffold_1243",NA,NA,NA,NA,NA,NA,NA,"N"
"g13304",478,"scaffold_1566",NA,NA,NA,NA,NA,NA,NA,"N"
"g13305",2565,"scaffold_556",NA,NA,NA,NA,NA,NA,NA,"N"
"g13306",452,"scaffold_556",NA,NA,NA,NA,NA,NA,NA,"N"
"g13307",909,"scaffold_556",NA,NA,NA,NA,NA,NA,NA,"N"
"g13308",1528,"scaffold_556",NA,NA,NA,NA,NA,NA,NA,"N"
"g13309",560,"scaffold_556",NA,NA,NA,NA,NA,NA,NA,"N"
"g1331",2442,"scaffold_69","LATS1_MOUSE","A0A067QK72","PF00069","Protein kinase domain","IPR000719","Protein kinase domain","GO:0004672;GO:0005524;GO:0006468","Y"
"g13310",1170,"scaffold_556",NA,NA,NA,NA,NA,NA,NA,"N"
"g13311",891,"scaffold_556","KDM1A_HUMAN","A0A2J7QZ86","PF01593","Flavin containing amine oxidoreductase","IPR002937","Amine oxidase","GO:0016491;GO:0055114","Y"
"g13312",1847,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g13313",2022,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g13314",451,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g13315",1199,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g13316",5251,"scaffold_15","AAKB1_BOVIN","A0A2P8ZDK8","PF16561;PF04739","Glycogen recognition site of AMP-activated protein kinase; 5'-AMP-activated protein kinase beta subunit, interaction domain","IPR032640;IPR006828","AMP-activated protein kinase, glycogen-binding domain; Association with the SNF1 complex (ASC) domain","GO:0005515","Y"
"g13317",1937,"scaffold_15",NA,"H9J1P4,A0A1S4EFJ0","PF00568","WH1 domain","IPR000697","WH1/EVH1 domain",NA,"Y"
"g13318",4487,"scaffold_15","SMBT_DROME,TFAP4_HUMAN","A0A195BEV1,A0A158NC40","PF00010;PF00536;PF02820","Helix-loop-helix DNA-binding domain; SAM domain (Sterile alpha motif); mbt repeat","IPR011598;IPR001660;IPR004092","Myc-type, basic helix-loop-helix (bHLH) domain; Sterile alpha motif domain; Mbt repeat","GO:0046983;GO:0005515;GO:0005634;GO:0006355","Y"
"g13319",643,"scaffold_15","ELOV6_CHICK","E2C9A0","PF01151","GNS1/SUR4 family","IPR002076","ELO family","GO:0016021","Y"
"g1332",281,"scaffold_69",NA,NA,NA,NA,NA,NA,NA,"N"
"g13320",2282,"scaffold_15","DACH2_MOUSE","A0A087ZYQ3","PF02437","SKI/SNO/DAC family","IPR003380","SKI/SNO/DAC domain",NA,"Y"
"g13321",888,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g13322",292,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g13323",590,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g13324",671,"scaffold_15","YIPF6_XENTR","A0A232F0N6","PF04893","Yip1 domain","IPR006977","Yip1 domain","GO:0016020","Y"
"g13325",2114,"scaffold_15","PO2F3_HUMAN","A0A482X0H1","PF00157;PF00046","Pou domain - N-terminal to homeobox domain; Homeodomain","IPR000327;IPR001356","POU-specific domain; Homeobox domain","GO:0003700;GO:0006355;GO:0003677","Y"
"g13326",436,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g13327",227,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g13328",563,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g13329",310,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g1333",1777,"scaffold_69","HSP7B_DROME","J9K785","PF00012","Hsp70 protein","IPR013126","Heat shock protein 70 family",NA,"Y"
"g13330",245,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g13331",425,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g13332",628,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g13333",301,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g13334",778,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g13335",792,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g13336",302,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g13337",772,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g13338",390,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g13339",807,"scaffold_15","OTUBL_DROME","A0A482XQ94","PF10275","Peptidase C65 Otubain","IPR019400","Peptidase C65, otubain",NA,"Y"
"g1334",1188,"scaffold_69",NA,"A0A482WRV1",NA,NA,NA,NA,NA,"Y"
"g13340",987,"scaffold_15","OXDD_HUMAN","A0A482XQ42","PF01266","FAD dependent oxidoreductase","IPR006076","FAD dependent oxidoreductase","GO:0016491;GO:0055114","Y"
"g13341",1008,"scaffold_15","OXDD_BOVIN","A0A067QMR8","PF01266","FAD dependent oxidoreductase","IPR006076","FAD dependent oxidoreductase","GO:0016491;GO:0055114","Y"
"g13342",2474,"scaffold_15","AHI1_HUMAN","A0A2J7Q721","PF00400","WD domain, G-beta repeat","IPR001680","WD40 repeat","GO:0005515","Y"
"g13343",1614,"scaffold_15","L2DTL_DROME","A0A067QMU1","PF00400","WD domain, G-beta repeat","IPR001680","WD40 repeat","GO:0005515","Y"
"g13344",2404,"scaffold_15","PTCD1_HUMAN","A0A482WJ22","PF13041","PPR repeat family","IPR002885","Pentatricopeptide repeat",NA,"Y"
"g13345",841,"scaffold_15","RS2_DROME","K7J063","PF03719;PF00333","Ribosomal protein S5, C-terminal domain; Ribosomal protein S5, N-terminal domain","IPR005324;IPR013810","Ribosomal protein S5, C-terminal; Ribosomal protein S5, N-terminal","GO:0003735;GO:0005840;GO:0006412;GO:0003723","Y"
"g13346",668,"scaffold_15",NA,NA,"PF00076","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","IPR000504","RNA recognition motif domain","GO:0003676","Y"
"g13347",2132,"scaffold_15","ZW10_MOUSE","A0A2J7R4X7","PF06248","Centromere/kinetochore Zw10","IPR009361","RZZ complex, subunit Zw10","GO:0000278;GO:0000775;GO:0005634","Y"
"g13348",817,"scaffold_15","PSB5_DICDI","A0A3S2M573","PF00227","Proteasome subunit","IPR001353","Proteasome, subunit alpha/beta","GO:0004298;GO:0005839;GO:0051603","Y"
"g13349",2523,"scaffold_15","ABCG1_MOUSE","J9JXC1","PF01061;PF00005","ABC-2 type transporter; ABC transporter","IPR013525;IPR003439","ABC-2 type transporter; ABC transporter-like","GO:0016020;GO:0005524;GO:0016887","Y"
"g1335",245,"scaffold_69",NA,NA,NA,NA,NA,NA,NA,"N"
"g13350",1343,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g13351",2432,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g13352",317,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g13353",809,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g13354",809,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g13355",692,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g13356",979,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g13357",443,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g13358",487,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g13359",4174,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g1336",2127,"scaffold_69","NCASE_DROPS","A0A067RJZ6","PF17048;PF04734","Neutral/alkaline non-lysosomal ceramidase, C-terminal; Neutral/alkaline non-lysosomal ceramidase, N-terminal","IPR031331;IPR031329","Neutral/alkaline non-lysosomal ceramidase, C-terminal; Neutral/alkaline non-lysosomal ceramidase, N-terminal",NA,"Y"
"g13360",1637,"scaffold_15","ESTF_MYZPE","A0A2J7RMR7","PF00135","Carboxylesterase family","IPR002018","Carboxylesterase, type B",NA,"Y"
"g13361",593,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g13362",1071,"scaffold_15",NA,"A0A067RTU1","PF00096","Zinc finger, C2H2 type","IPR013087","Zinc finger C2H2-type","GO:0003676","Y"
"g13363",265,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g13364",307,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g13365",449,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g13366",316,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g13367",1123,"scaffold_15","CELF1_RAT,CELF2_DANRE,CELF1_XENTR","A0A067RES5,A0A232FK44","PF00076","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","IPR000504","RNA recognition motif domain","GO:0003676","Y"
"g13368",241,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g13369",337,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g1337",2373,"scaffold_69","PK1R_DROME","W5JN91","PF02958;PF00001","Ecdysteroid kinase; 7 transmembrane receptor (rhodopsin family)","IPR004119;IPR000276","Ecdysteroid kinase-like; G protein-coupled receptor, rhodopsin-like","GO:0004930;GO:0007186;GO:0016021","Y"
"g13370",622,"scaffold_15","CELF2_RAT","A0A482XEF0","PF00076","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","IPR000504","RNA recognition motif domain","GO:0003676","Y"
"g13371",269,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g13372",2104,"scaffold_15","PPCE_HUMAN","A0A194PL24","PF02897;PF00326","Prolyl oligopeptidase, N-terminal beta-propeller domain; Prolyl oligopeptidase family","IPR023302;IPR001375","Peptidase S9A, N-terminal domain; Peptidase S9, prolyl oligopeptidase, catalytic domain","GO:0004252;GO:0070008;GO:0006508;GO:0008236","Y"
"g13373",332,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g13374",1087,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g13375",1300,"scaffold_15","PGAP2_BOVIN","A0A482XJ74","PF10277","Frag1/DRAM/Sfk1 family","IPR019402","Frag1/DRAM/Sfk1",NA,"Y"
"g13376",229,"scaffold_15",NA,NA,"PF12926","Mitotic-spindle organizing gamma-tubulin ring associated","IPR024332","MOZART2 family",NA,"Y"
"g13377",400,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g13378",407,"scaffold_15",NA,NA,NA,NA,NA,NA,NA,"N"
"g13379",1299,"scaffold_15","LIPR1_HUMAN","A0A067QXJ9","PF00151","Lipase","IPR013818","Lipase/vitellogenin",NA,"Y"
"g1338",1421,"scaffold_69",NA,"A0A2P8Y4H8","PF02958","Ecdysteroid kinase","IPR004119","Ecdysteroid kinase-like",NA,"Y"
"g13380",1783,"scaffold_15","VGLU2_RAT","A0A2J7PU15","PF07690","Major Facilitator Superfamily","IPR011701","Major facilitator superfamily","GO:0016021;GO:0055085","Y"
"g13381",2769,"scaffold_15","TNPO3_MOUSE","A0A2J7RC24","PF08389","Exportin 1-like protein","IPR013598","Exportin-1/Importin-beta-like",NA,"Y"
"g13382",252,"scaffold_15","RL44_OCHTR","D2A1Y7","PF00935","Ribosomal protein L44","IPR000552","Ribosomal protein L44e","GO:0003735;GO:0005840;GO:0006412","Y"
"g13383",458,"scaffold_15","WASC3_DANRE",NA,"PF10152","Subunit CCDC53 of WASH complex","IPR019309","WASH complex subunit 3","GO:0071203","Y"
"g13384",5588,"scaffold_15","RBBP6_HUMAN","J9JTJ0","PF00097;PF08783","Zinc finger, C3HC4 type (RING finger); DWNN domain","IPR018957;IPR014891","Zinc finger, C3HC4 RING-type; DWNN domain","GO:0046872;GO:0008270","Y"
"g13385",506,"scaffold_1295",NA,NA,"PF12796","Ankyrin repeats (3 copies)","IPR020683","Ankyrin repeat-containing domain",NA,"Y"
"g13386",3897,"scaffold_297","VCP_APIME","A0A0M8ZQT3","PF00450","Serine carboxypeptidase","IPR001563","Peptidase S10, serine carboxypeptidase","GO:0004185;GO:0006508","Y"
"g13387",1332,"scaffold_297",NA,"J9K792",NA,NA,NA,NA,NA,"Y"
"g13388",1084,"scaffold_297",NA,NA,NA,NA,NA,NA,NA,"N"
"g13389",1934,"scaffold_297",NA,NA,NA,NA,NA,NA,NA,"N"
"g1339",1385,"scaffold_69",NA,"A0A482WS41","PF02958","Ecdysteroid kinase","IPR004119","Ecdysteroid kinase-like",NA,"Y"
"g13390",1502,"scaffold_297","VCP_APIME","A0A1S3DC23","PF00450","Serine carboxypeptidase","IPR001563","Peptidase S10, serine carboxypeptidase","GO:0004185;GO:0006508","Y"
"g13391",932,"scaffold_297",NA,NA,NA,NA,NA,NA,NA,"N"
"g13392",1415,"scaffold_297",NA,NA,"PF02949","7tm Odorant receptor","IPR004117","Olfactory receptor, insect","GO:0004984;GO:0005549;GO:0007608;GO:0016020","Y"
"g13393",398,"scaffold_297",NA,NA,NA,NA,NA,NA,NA,"N"
"g13394",539,"scaffold_297",NA,"J9KJJ9","PF08205","CD80-like C2-set immunoglobulin domain","IPR013162","CD80-like, immunoglobulin C2-set",NA,"Y"
"g13395",475,"scaffold_297",NA,NA,NA,NA,NA,NA,NA,"N"
"g13396",277,"scaffold_297",NA,NA,NA,NA,NA,NA,NA,"N"
"g13397",209,"scaffold_297",NA,NA,NA,NA,NA,NA,NA,"N"
"g13398",296,"scaffold_297",NA,NA,NA,NA,NA,NA,NA,"N"
"g13399",875,"scaffold_297",NA,NA,NA,NA,NA,NA,NA,"N"
"g134",3382,"scaffold_360",NA,NA,NA,NA,NA,NA,NA,"N"
"g1340",2170,"scaffold_69","NMDA1_DROMO","A0A2J7PII3","PF01094;PF10613;PF10562;PF00060","Receptor family ligand binding region; Ligated ion channel L-glutamate- and glycine-binding site; Calmodulin-binding domain C0 of NMDA receptor NR1 subunit; Ligand-gated ion channel","IPR001828;IPR019594;IPR018882;IPR001320","Receptor, ligand binding region; Ionotropic glutamate receptor, L-glutamate and glycine-binding domain; Calmodulin-binding domain C0, NMDA receptor, NR1 subunit; Ionotropic glutamate receptor","GO:0004970;GO:0016020","Y"
"g13400",854,"scaffold_297",NA,NA,NA,NA,NA,NA,NA,"N"
"g13401",1747,"scaffold_297","HIP14_DROME","A0A2J7QBB1","PF01529;PF12796","DHHC palmitoyltransferase; Ankyrin repeats (3 copies)","IPR001594;IPR020683","Palmitoyltransferase, DHHC domain; Ankyrin repeat-containing domain",NA,"Y"
"g13402",2367,"scaffold_297","KTNB1_CHICK","A0A067RFG6","PF00400;PF13925","WD domain, G-beta repeat; con80 domain of Katanin","IPR001680;IPR028021","WD40 repeat; Katanin p80 subunit, C-terminal","GO:0005515","Y"
"g13403",585,"scaffold_297",NA,NA,NA,NA,NA,NA,NA,"N"
"g13404",363,"scaffold_297",NA,NA,NA,NA,NA,NA,NA,"N"
"g13405",1299,"scaffold_630","CBPQ_XENLA","A0A0P6GPG4","PF04389;PF02225","Peptidase family M28; PA domain","IPR007484;IPR003137","Peptidase M28; PA domain",NA,"Y"
"g13406",1039,"scaffold_630",NA,NA,"PF13873","Myb/SANT-like DNA-binding domain","IPR028002","Myb/SANT-like DNA-binding domain",NA,"Y"
"g13407",715,"scaffold_630","LRMDA_MOUSE","A0A212FDY2","PF14580","Leucine-rich repeat",NA,NA,NA,"Y"
"g13408",2264,"scaffold_630","K0825_MOUSE","A0A482X6S8","PF14906","Domain of unknown function (DUF4495)","IPR027993","Protein of unknown function DUF4495",NA,"Y"
"g13409",654,"scaffold_40","NOT2_XENLA","X1X1U1","PF00046","Homeodomain","IPR001356","Homeobox domain","GO:0003677","Y"
"g1341",1148,"scaffold_69",NA,"A0A482WS41","PF02958","Ecdysteroid kinase","IPR004119","Ecdysteroid kinase-like",NA,"Y"
"g13410",437,"scaffold_40",NA,NA,NA,NA,NA,NA,NA,"N"
"g13411",503,"scaffold_40","RHOL_DROME","T1HP78","PF00071","Ras family","IPR001806","Small GTPase","GO:0003924;GO:0005525","Y"
"g13412",737,"scaffold_40",NA,NA,NA,NA,NA,NA,NA,"N"
"g13413",605,"scaffold_40","RHOL_DROME","A0A482WLN2","PF00071","Ras family","IPR001806","Small GTPase","GO:0003924;GO:0005525","Y"
"g13414",260,"scaffold_40",NA,NA,NA,NA,NA,NA,NA,"N"
"g13415",743,"scaffold_40",NA,NA,NA,NA,NA,NA,NA,"N"
"g13416",415,"scaffold_40",NA,NA,NA,NA,NA,NA,NA,"N"
"g13417",1406,"scaffold_40",NA,NA,NA,NA,NA,NA,NA,"N"
"g13418",1680,"scaffold_40","AL3A1_RAT","A0A2J7RN02","PF00171","Aldehyde dehydrogenase family","IPR015590","Aldehyde dehydrogenase domain","GO:0016491;GO:0055114","Y"
"g13419",1546,"scaffold_40","GLPK5_CHICK","A0A437BQL9","PF00370;PF02782","FGGY family of carbohydrate kinases, N-terminal domain; FGGY family of carbohydrate kinases, C-terminal domain","IPR018484;IPR018485","Carbohydrate kinase, FGGY, N-terminal; Carbohydrate kinase, FGGY, C-terminal","GO:0005975;GO:0016773","Y"
"g1342",1148,"scaffold_69",NA,"A0A482WS41","PF02958","Ecdysteroid kinase","IPR004119","Ecdysteroid kinase-like",NA,"Y"
"g13420",574,"scaffold_40","S30BP_HUMAN","A0A067RAL8","PF07818","HCNGP-like protein","IPR012479","SAP30-binding protein","GO:0006355","Y"
"g13421",915,"scaffold_40","CP4C1_BLADI","J9K6X1","PF00067","Cytochrome P450","IPR001128","Cytochrome P450","GO:0005506;GO:0016705;GO:0020037;GO:0055114","Y"
"g13422",1781,"scaffold_40","SEPT7_PONAB","A0A2J7Q8E4","PF00735","Septin","IPR030379","Septin-type guanine nucleotide-binding (G) domain","GO:0005525","Y"
"g13423",377,"scaffold_40",NA,NA,"PF10210","Mitochondrial 28S ribosomal protein S32","IPR019346","39S ribosomal protein L42, mitochondrial",NA,"Y"
"g13424",1224,"scaffold_40","CDK10_MOUSE","A0A158NSQ2","PF00069","Protein kinase domain","IPR000719","Protein kinase domain","GO:0004672;GO:0005524;GO:0006468","Y"
"g13425",1175,"scaffold_40","UBA5_CULQU","E2AW18","PF00899","ThiF family","IPR000594","THIF-type NAD/FAD binding fold","GO:0008641","Y"
"g13426",3991,"scaffold_40","ZN532_HUMAN","A0A482WLV5","PF16622","zinc-finger C2H2-type","IPR041697","Zinc-finger C2H2-type 11",NA,"Y"
"g13427",1070,"scaffold_40","RTCA_MOUSE","A0A2J7QQA6","PF01137;PF05189","RNA 3'-terminal phosphate cyclase; RNA 3'-terminal phosphate cyclase (RTC), insert domain","IPR023797;IPR013791","RNA 3'-terminal phosphate cyclase domain; RNA 3'-terminal phosphate cyclase, insert domain",NA,"Y"
"g13428",3944,"scaffold_40",NA,"A0A482XB75","PF03351","DOMON domain","IPR005018","DOMON domain",NA,"Y"
"g13429",444,"scaffold_40","NEDD8_RABIT","A0A067RD15","PF00240","Ubiquitin family","IPR000626","Ubiquitin domain","GO:0005515","Y"
"g1343",413,"scaffold_69","NMDA1_DROWI","A0A1S4EJ85","PF01094","Receptor family ligand binding region","IPR001828","Receptor, ligand binding region",NA,"Y"
