"gene","gene_len","seq","blast","diamond","interpro","anno"
"g16243",1401,"scaffold_535","C15C1_BOMMO","A0A2J7PVT0","Cytochrome P450","Y"
"g16244",777,"scaffold_535","HSC20_HUMAN","A0A154NYJ9","HSCB C-terminal oligomerisation domain,DnaJ domain","Y"
"g16245",1419,"scaffold_535","TAF6_DROME","A0A067RLB9","TAF6 C-terminal HEAT repeat domain,TATA box binding protein associated factor (TAF)","Y"
"g16246",201,"scaffold_535",NA,NA,NA,"N"
"g16247",834,"scaffold_629","SYDE_DROME","A0A1W4X1N7","PDZ domain","Y"
"g16248",1616,"scaffold_629","LIPP_HUMAN","J9LAA7","Lipase","Y"
"g16249",1325,"scaffold_629","SNX30_MOUSE","A0A482WER2","PX domain,Vps5 C terminal like","Y"
"g1625",309,"scaffold_346",NA,NA,NA,"N"
"g16250",1080,"scaffold_629","TM115_HUMAN","A0A0L7QWX2","Eukaryotic integral membrane protein (DUF1751)","Y"
"g16251",1411,"scaffold_629","HAKAI_DROME","E2BNW5","C2H2 Hakai zinc finger domain","Y"
"g16252",994,"scaffold_629",NA,NA,NA,"N"
"g16253",933,"scaffold_629",NA,NA,NA,"N"
"g16254",979,"scaffold_629",NA,NA,"Leucine Rich Repeat","Y"
"g16255",983,"scaffold_1899",NA,NA,NA,"N"
"g16256",573,"scaffold_544","SDA1_DROME","A0A067RSS7","NUC130/3NT domain","Y"
"g16257",1213,"scaffold_544",NA,NA,NA,"N"
"g16258",1414,"scaffold_544","HEXD_HUMAN","A0A2J7Q3Q1","Glycosyl hydrolase family 20, catalytic domain","Y"
"g16259",573,"scaffold_544",NA,NA,"SAM domain (Sterile alpha motif)","Y"
"g1626",980,"scaffold_346","CCNK_DANRE","A0A2J7PXB3","Cyclin, N-terminal domain","Y"
"g16260",431,"scaffold_544","UB2V2_RAT","A0A067RAX7","Ubiquitin-conjugating enzyme","Y"
"g16261",1239,"scaffold_544","XYLK_HUMAN","E0VHS6","Golgi casein kinase, C-terminal, Fam20","Y"
"g16262",513,"scaffold_544","TDIF2_MOUSE","A0A1W4WXI6","Fcf2 pre-rRNA processing","Y"
"g16263",895,"scaffold_544","PLCA_HUMAN","F4WSQ4","Acyltransferase","Y"
"g16264",1167,"scaffold_544",NA,NA,NA,"N"
"g16265",551,"scaffold_544","RMIL_AVII1,KRAF1_DROME","K7ITS2,T1HJK8","Raf-like Ras-binding domain,Protein tyrosine kinase,Phorbol esters/diacylglycerol binding domain (C1 domain)","Y"
"g16266",1191,"scaffold_544","EXD_ANOGA","A0A482WN11,A0A1S3DJ51","PBC domain,Homeodomain","Y"
"g16267",5799,"scaffold_77","ESTF_MYZPE","A0A084VDQ2","Carboxylesterase family","Y"
"g16268",203,"scaffold_77",NA,NA,NA,"N"
"g16269",415,"scaffold_77",NA,"A0A3Q0J8Q9",NA,"Y"
"g1627",533,"scaffold_346",NA,"C4WSJ8","BLOC-1-related complex sub-unit 6","Y"
"g16270",896,"scaffold_77","CCND3_HUMAN","A0A482XE15","Cyclin, C-terminal domain,Cyclin, N-terminal domain","Y"
"g16271",716,"scaffold_77",NA,NA,NA,"N"
"g16272",590,"scaffold_77",NA,NA,NA,"N"
"g16273",490,"scaffold_77",NA,NA,"Cyclin-dependent kinase inhibitor","Y"
"g16274",239,"scaffold_77",NA,NA,NA,"N"
"g16275",200,"scaffold_77",NA,NA,NA,"N"
"g16276",947,"scaffold_77",NA,NA,NA,"N"
"g16277",1229,"scaffold_77","PIGM_DICDI,PIGM_CHICK","E2C426,A0A158NC27","Mannosyltransferase (PIG-M)","Y"
"g16278",1048,"scaffold_77",NA,"A0A482VK85","PDGF/VEGF domain","Y"
"g16279",1130,"scaffold_77",NA,NA,NA,"N"
"g1628",273,"scaffold_346","TIM9_DROME","A0A1J1IB76","Tim10/DDP family zinc finger","Y"
"g16280",1226,"scaffold_77","NDUA9_RAT","A0A0L0BMX8","NAD dependent epimerase/dehydratase family","Y"
"g16281",2542,"scaffold_77","SP130_CHICK","A0A067QQW8","Histone deacetylase complex subunit SAP130 C-terminus","Y"
"g16282",1127,"scaffold_77","LIPP_RABIT","K7J1N5","Lipase","Y"
"g16283",1004,"scaffold_77","LIPH_RAT","A0A1S3DJE0","Lipase","Y"
"g16284",1919,"scaffold_77","PERC_AEDAE","J9JZ85","Animal haem peroxidase","Y"
"g16285",1972,"scaffold_77","PERC_AEDAE","J9JZ85","Animal haem peroxidase","Y"
"g16286",1955,"scaffold_77","PERC_DROME","J9JZ85","Animal haem peroxidase","Y"
"g16287",1967,"scaffold_77","PERC_DROME","J9JZ85","Animal haem peroxidase","Y"
"g16288",905,"scaffold_77",NA,NA,"7tm Chemosensory receptor","Y"
"g16289",926,"scaffold_77",NA,NA,NA,"N"
"g1629",1609,"scaffold_346","MOT14_MOUSE","A0A1S3CW64","Major Facilitator Superfamily","Y"
"g16290",808,"scaffold_77",NA,NA,"THAP domain","Y"
"g16291",644,"scaffold_77",NA,"J9JPP0","DDE superfamily endonuclease","Y"
"g16292",2710,"scaffold_77",NA,"X1X414","YqaJ-like viral recombinase domain","Y"
"g16293",1566,"scaffold_77",NA,NA,"7tm Chemosensory receptor","Y"
"g16294",1409,"scaffold_77",NA,NA,"7tm Chemosensory receptor","Y"
"g16295",2518,"scaffold_77","POLX_TOBAC","A0A182GHP7","Integrase core domain,gag-polypeptide of LTR copia-type","Y"
"g16296",1223,"scaffold_77","COPIA_DROME","A0A182GCJ5","Reverse transcriptase (RNA-dependent DNA polymerase)","Y"
"g16297",2478,"scaffold_77",NA,NA,"7tm Chemosensory receptor","Y"
"g16298",755,"scaffold_77",NA,NA,NA,"N"
"g16299",961,"scaffold_77",NA,NA,NA,"N"
"g163",248,"scaffold_360",NA,NA,NA,"N"
"g1630",534,"scaffold_346",NA,NA,NA,"N"
"g16300",1709,"scaffold_77",NA,NA,NA,"N"
"g16301",1166,"scaffold_77",NA,NA,NA,"N"
"g16302",2507,"scaffold_77",NA,NA,"7tm Chemosensory receptor","Y"
"g16303",2063,"scaffold_77",NA,NA,"BRO family, N-terminal domain","Y"
"g16304",961,"scaffold_77",NA,NA,NA,"N"
"g16305",1037,"scaffold_77",NA,NA,"7tm Chemosensory receptor","Y"
"g16306",370,"scaffold_77",NA,NA,NA,"N"
"g16307",370,"scaffold_77",NA,NA,NA,"N"
"g16308",1352,"scaffold_77",NA,NA,NA,"N"
"g16309",351,"scaffold_77",NA,"J9JU77","Transcription factor S-II (TFIIS)","Y"
"g1631",2923,"scaffold_346","TIM44_HUMAN","A0A2P8YIH1","Tim44-like domain,Cytochrome P450","Y"
"g16310",2566,"scaffold_77",NA,NA,NA,"N"
"g16311",764,"scaffold_77",NA,NA,NA,"N"
"g16312",547,"scaffold_77",NA,NA,NA,"N"
"g16313",535,"scaffold_77",NA,NA,NA,"N"
"g16314",451,"scaffold_77",NA,NA,NA,"N"
"g16315",2548,"scaffold_77",NA,NA,NA,"N"
"g16316",868,"scaffold_77",NA,NA,NA,"N"
"g16317",3666,"scaffold_77",NA,"A0A2T7P887","Glycosyl hydrolases family 18","Y"
"g16318",3331,"scaffold_77","CHI10_DROME","W5JUP0","Glycosyl hydrolases family 18","Y"
"g16319",504,"scaffold_77",NA,"D6X289","PKC-activated protein phosphatase-1 inhibitor","Y"
"g1632",1802,"scaffold_1160",NA,"F8L304","Predicted AAA-ATPase","Y"
"g16320",445,"scaffold_77","MLC2_DROME","A0A151WWR2,R4G517","EF-hand domain pair,EF-hand domain","Y"
"g16321",227,"scaffold_77",NA,NA,NA,"N"
"g16322",3635,"scaffold_77","ROBO2_HUMAN","A0A482XS13","Immunoglobulin I-set domain,Immunoglobulin domain,Fibronectin type III domain","Y"
"g16323",725,"scaffold_1148","KIF23_HUMAN","K7J331","Kinesin motor domain","Y"
"g16324",797,"scaffold_1148","KIF23_HUMAN","K7J331","Kinesin motor domain","Y"
"g16325",2000,"scaffold_612",NA,NA,NA,"N"
"g16326",2042,"scaffold_612",NA,NA,NA,"N"
"g16327",1994,"scaffold_612",NA,NA,NA,"N"
"g16328",2036,"scaffold_612",NA,NA,NA,"N"
"g16329",2018,"scaffold_612",NA,NA,NA,"N"
"g1633",330,"scaffold_1160",NA,NA,NA,"N"
"g16330",2282,"scaffold_612",NA,NA,NA,"N"
"g16331",2059,"scaffold_612",NA,NA,NA,"N"
"g16332",2011,"scaffold_612",NA,NA,NA,"N"
"g16333",1454,"scaffold_612",NA,NA,NA,"N"
"g16334",1976,"scaffold_612",NA,NA,NA,"N"
"g16335",2000,"scaffold_612",NA,NA,NA,"N"
"g16336",5779,"scaffold_612","INT1_DROME","A0A482WWR0","Protein of unknown function (DUF3677)","Y"
"g16337",744,"scaffold_612",NA,NA,NA,"N"
"g16338",1065,"scaffold_612","RBM22_XENTR","A0A154PFY2","Zinc finger domain,RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","Y"
"g16339",1312,"scaffold_612",NA,NA,NA,"N"
"g1634",2638,"scaffold_724",NA,"A0A067QYZ0",NA,"Y"
"g16340",2600,"scaffold_612",NA,"A0A067R9Z9","Domain of unknown function (DUF4487)","Y"
"g16341",205,"scaffold_612",NA,NA,NA,"N"
"g16342",665,"scaffold_612",NA,NA,NA,"N"
"g16343",1399,"scaffold_612",NA,NA,NA,"N"
"g16344",2360,"scaffold_353","STA13_MOUSE","A0A482XM13","RhoGAP domain,START domain","Y"
"g16345",639,"scaffold_353",NA,NA,NA,"N"
"g16346",230,"scaffold_353",NA,NA,NA,"N"
"g16347",561,"scaffold_353",NA,NA,NA,"N"
"g16348",209,"scaffold_353",NA,NA,NA,"N"
"g16349",3968,"scaffold_353","Y3427_DROME","A0A482X3F2","LIM domain,Domain of unknown function (DUF4757)","Y"
"g1635",306,"scaffold_724",NA,NA,NA,"N"
"g16350",602,"scaffold_353","FGF1_PONAB","A0A482X294","Fibroblast growth factor","Y"
"g16351",410,"scaffold_353","SCOCB_DANRE","J9JLL5","Short coiled-coil protein","Y"
"g16352",491,"scaffold_353","CHIC2_HUMAN","A0A2J7R1P8","Golgin subfamily A member 7/ERF4 family","Y"
"g16353",1327,"scaffold_353",NA,"A0A482X3K7","SH3 domain","Y"
"g16354",553,"scaffold_353","PFD3_DROME","A0A2J7PBH9","Prefoldin subunit","Y"
"g16355",328,"scaffold_353","EMC6_MOUSE","A0A1S3DKJ4","Rab5-interacting protein (Rab5ip)","Y"
"g16356",1164,"scaffold_353",NA,NA,NA,"N"
"g16357",535,"scaffold_353",NA,NA,NA,"N"
"g16358",1814,"scaffold_353","ABCE1_MOUSE","T1IES9","4Fe-4S binding domain,ABC transporter,Possible Fer4-like domain in RNase L inhibitor, RLI","Y"
"g16359",837,"scaffold_353","OSTM1_HUMAN","A0A482WKY0","Osteopetrosis-associated transmembrane protein 1 precursor","Y"
"g1636",410,"scaffold_1710",NA,NA,NA,"N"
"g16360",509,"scaffold_353","EAF6_XENTR","A0A182QA01","Histone acetyltransferase subunit NuA4","Y"
"g16361",1391,"scaffold_353",NA,NA,NA,"N"
"g16362",216,"scaffold_353",NA,NA,NA,"N"
"g16363",1373,"scaffold_353","CRNL1_RAT","A0A088AAB8","HAT (Half-A-TPR) repeat","Y"
"g16364",513,"scaffold_353","NAA20_XENTR","J3JUD6","Acetyltransferase (GNAT) family","Y"
"g16365",2529,"scaffold_353","PAXB1_HUMAN","J9K703","GC-rich sequence DNA-binding factor-like protein","Y"
"g16366",1550,"scaffold_353","FUT8_DROME","X1XL71",NA,"Y"
"g16367",1257,"scaffold_353","DLP1_RAT","A0A482WVY6","Polyprenyl synthetase","Y"
"g16368",1812,"scaffold_353",NA,"A0A067QRS8","Ciliary protein causing Leber congenital amaurosis disease","Y"
"g16369",1967,"scaffold_353","ABCB7_HUMAN","A0A482X5C6","ABC transporter,ABC transporter transmembrane region","Y"
"g1637",497,"scaffold_1710",NA,"A0A0R3QHM5","Integrase core domain","Y"
"g16370",1316,"scaffold_353","SETD4_HUMAN","A0A482XT65","SET domain","Y"
"g16371",602,"scaffold_353",NA,NA,"NADH-ubiquinone oxidoreductase B15 subunit (NDUFB4)","Y"
"g16372",489,"scaffold_353",NA,NA,"NADH-ubiquinone oxidoreductase B15 subunit (NDUFB4)","Y"
"g16373",394,"scaffold_353","SH3BG_DROME","A0A482X3A7","SH3-binding, glutamic acid-rich protein","Y"
"g16374",681,"scaffold_353","UPP_DANRE","E2BMH5","Uracil phosphoribosyltransferase","Y"
"g16375",374,"scaffold_353","CO040_MOUSE",NA,"Uncharacterised ACR, YggU family COG1872","Y"
"g16376",1205,"scaffold_353","ALG2_HUMAN","A0A2J7QWA6","Glycosyltransferase Family 4,Glycosyl transferases group 1","Y"
"g16377",7342,"scaffold_353","UNC79_HUMAN","A0A482XLC6","Cation-channel complex subunit UNC-79","Y"
"g16378",432,"scaffold_353",NA,NA,"LSM domain","Y"
"g16379",216,"scaffold_353",NA,NA,NA,"N"
"g1638",392,"scaffold_1710",NA,NA,NA,"N"
"g16380",1520,"scaffold_353",NA,NA,NA,"N"
"g16381",511,"scaffold_353",NA,"A0A067RUU4","WD domain, G-beta repeat","Y"
"g16382",366,"scaffold_353","PWP2_PONAB",NA,NA,"Y"
"g16383",309,"scaffold_353",NA,NA,NA,"N"
"g16384",450,"scaffold_353",NA,NA,NA,"N"
"g16385",430,"scaffold_353",NA,NA,NA,"N"
"g16386",254,"scaffold_353",NA,NA,NA,"N"
"g16387",226,"scaffold_353",NA,NA,NA,"N"
"g16388",376,"scaffold_353",NA,NA,NA,"N"
"g16389",1466,"scaffold_353","GANAB_MOUSE","J9K948","Glycosyl hydrolases family 31,Galactose mutarotase-like","Y"
"g1639",363,"scaffold_1710",NA,NA,NA,"N"
"g16390",1319,"scaffold_970",NA,NA,"7tm Odorant receptor","Y"
"g16391",890,"scaffold_970",NA,NA,NA,"N"
"g16392",683,"scaffold_499",NA,NA,NA,"N"
"g16393",437,"scaffold_499",NA,NA,NA,"N"
"g16394",229,"scaffold_499",NA,NA,NA,"N"
"g16395",1154,"scaffold_499","WNT1_BOMMO","T1HPD0","wnt family","Y"
"g16396",725,"scaffold_499",NA,NA,NA,"N"
"g16397",317,"scaffold_499",NA,NA,NA,"N"
"g16398",314,"scaffold_499",NA,NA,NA,"N"
"g16399",606,"scaffold_499",NA,NA,"hAT family C-terminal dimerisation region","Y"
"g164",476,"scaffold_360",NA,NA,NA,"N"
"g1640",338,"scaffold_157",NA,NA,NA,"N"
"g16400",344,"scaffold_550",NA,NA,NA,"N"
"g16401",377,"scaffold_550",NA,NA,NA,"N"
"g16402",1223,"scaffold_550","GSB_DROME","A0A482X2M5","'Paired box' domain,Homeodomain","Y"
"g16403",7148,"scaffold_550","CHI10_DROME","D6WZW3","Glycosyl hydrolases family 18,Chitin binding Peritrophin-A domain","Y"
"g16404",478,"scaffold_550",NA,NA,NA,"N"
"g16405",345,"scaffold_299",NA,NA,"Hsp70-interacting protein N N-terminal domain","Y"
"g16406",2068,"scaffold_299","ABCG1_HUMAN","J9K4C5","ABC-2 type transporter,ABC transporter","Y"
"g16407",443,"scaffold_299","MED29_AEDAE","E0VLZ6","Mediator complex subunit 29","Y"
"g16408",769,"scaffold_299","ZDHC7_HUMAN","A0A482WU78","DHHC palmitoyltransferase","Y"
"g16409",591,"scaffold_299","KAD3_BOVIN","A0A2A4K4J8","Adenylate kinase,Adenylate kinase, active site lid","Y"
"g1641",1621,"scaffold_157",NA,NA,NA,"N"
"g16410",2096,"scaffold_299","DCAF8_MOUSE","E0VNY1","WD domain, G-beta repeat","Y"
"g16411",662,"scaffold_299","TM147_XENTR","K7J0R8","Predicted membrane protein (DUF2053)","Y"
"g16412",1046,"scaffold_299","P53_ONCMY","J9LIK7","P53 DNA-binding domain","Y"
"g16413",1269,"scaffold_299","HERP2_MOUSE","A0A482X5P2","Ubiquitin family","Y"
"g16414",498,"scaffold_299",NA,NA,NA,"N"
"g16415",1020,"scaffold_299","NUD19_XENLA","E0VQL8",NA,"Y"
"g16416",1606,"scaffold_299","GSTCD_DROME","A0A2J7RIY6","Methyltransferase domain","Y"
"g16417",417,"scaffold_299",NA,"T1HFL2","Jumping translocation breakpoint protein (JTB)","Y"
"g16418",1065,"scaffold_299","DXO_BOVIN","A0A067QWW2","RAI1 like PD-(D/E)XK nuclease","Y"
"g16419",3195,"scaffold_299","DAG1_BOVIN","T1HAV3","Dystroglycan (Dystrophin-associated glycoprotein 1),Alpha-Dystroglycan N-terminal domain 2","Y"
"g1642",451,"scaffold_157",NA,NA,NA,"N"
"g16420",417,"scaffold_299","NR2CA_DANRE","A0A2P8ZHK0","F5/8 type C domain","Y"
"g16421",1500,"scaffold_299","TRET1_BOMMO","A0A067RJL1","Sugar (and other) transporter","Y"
"g16422",454,"scaffold_299",NA,NA,NA,"N"
"g16423",617,"scaffold_299","MED20_AEDAE","A0A158NBQ9","TATA-binding related factor (TRF) of subunit 20 of Mediator complex","Y"
"g16424",1252,"scaffold_299","HOME2_HUMAN","A0A482XIA9","WH1 domain","Y"
"g16425",774,"scaffold_299","MARE3_RAT,MARE1_BOVIN","D6WU92,A0A087ZVA6","EB1-like C-terminal motif,Calponin homology (CH) domain","Y"
"g16426",605,"scaffold_299","PSB2_BOVIN","A0A067R3P7","Proteasome subunit","Y"
"g16427",598,"scaffold_299",NA,NA,"TMEM214, C-terminal, caspase 4 activator","Y"
"g16428",897,"scaffold_299","TATD1_MOUSE","A0A151IC92","TatD related DNase","Y"
"g16429",1808,"scaffold_299","PPWD1_HUMAN","A0A482XGN0","Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD","Y"
"g1643",887,"scaffold_157",NA,NA,NA,"N"
"g16430",736,"scaffold_299","JUN_SERCA","A0A2J7QWY3","bZIP transcription factor","Y"
"g16431",341,"scaffold_299",NA,NA,NA,"N"
"g16432",512,"scaffold_299",NA,NA,NA,"N"
"g16433",4622,"scaffold_299","DYH10_HUMAN","A0A482XG02","Dynein heavy chain, N-terminal region 1","Y"
"g16434",1377,"scaffold_299",NA,"A0A2J7RDJ9","Histidine phosphatase superfamily (branch 2)","Y"
"g16435",740,"scaffold_299","ICT1_BOVIN","A0A2A4JUS0","RF-1 domain","Y"
"g16436",374,"scaffold_299","H2B3_TIGCA","A0A1D2M0Z8","Core histone H2A/H2B/H3/H4","Y"
"g16437",371,"scaffold_299","H2A_PENVA","A0A0J7KEJ9","C-terminus of histone H2A,Core histone H2A/H2B/H3/H4","Y"
"g16438",308,"scaffold_299","H4_TIGCA","A0A444SPT2","Centromere kinetochore component CENP-T histone fold","Y"
"g16439",407,"scaffold_299","H3_URECA","R7TNC5","Core histone H2A/H2B/H3/H4","Y"
"g1644",332,"scaffold_157",NA,NA,NA,"N"
"g16440",662,"scaffold_299","H12_DROVI","A0A2S4PLD6","linker histone H1 and H5 family","Y"
"g16441",1687,"scaffold_299",NA,NA,"BTB/POZ domain,BTB And C-terminal Kelch","Y"
"g16442",3283,"scaffold_299","ANPRA_MOUSE","J9K9Z0","Protein tyrosine kinase,Receptor family ligand binding region,Adenylate and Guanylate cyclase catalytic domain","Y"
"g16443",934,"scaffold_299",NA,"J9JNZ2","DM4/DM12 family","Y"
"g16444",655,"scaffold_299","RAB43_RAT","J9JMP7","Ras family","Y"
"g16445",1155,"scaffold_299",NA,NA,NA,"N"
"g16446",10414,"scaffold_299",NA,"A0A154PNG5",NA,"Y"
"g16447",1991,"scaffold_299","RTF1_DROME","A0A195DRA4","Plus-3 domain","Y"
"g16448",3329,"scaffold_299",NA,NA,"Nucleocytoplasmic shuttling protein for mRNA cap-binding EIF4E","Y"
"g16449",1338,"scaffold_299","SERIC_NEMVE","R4FQD9","Serine incorporator (Serinc)","Y"
"g1645",269,"scaffold_157",NA,NA,NA,"N"
"g16450",858,"scaffold_299","BPHL_MOUSE","A0A437BNM4","Serine aminopeptidase, S33","Y"
"g16451",1412,"scaffold_299","RNFT2_HUMAN","J9JX95","Zinc finger, C3HC4 type (RING finger)","Y"
"g16452",478,"scaffold_299",NA,NA,"Nuclear RNA-splicing-associated protein","Y"
"g16453",1050,"scaffold_1112",NA,NA,NA,"N"
"g16454",845,"scaffold_1112",NA,NA,NA,"N"
"g16455",3374,"scaffold_1425","PAIN_DROME","A0A482WJY3","Ion transport protein,Ankyrin repeats (3 copies)","Y"
"g16456",788,"scaffold_1425",NA,"A0A2P8Z590","Ion transport protein","Y"
"g16457",1508,"scaffold_1494",NA,NA,NA,"N"
"g16458",471,"scaffold_2183",NA,NA,"Predicted AAA-ATPase","Y"
"g16459",569,"scaffold_1290",NA,NA,"Carboxylesterase family","Y"
"g1646",395,"scaffold_157",NA,NA,NA,"N"
"g16460",2166,"scaffold_1290",NA,"A0A067QXD4","Carboxylesterase family","Y"
"g16461",368,"scaffold_1058",NA,NA,NA,"N"
"g16462",254,"scaffold_1058",NA,NA,NA,"N"
"g16463",1477,"scaffold_1058","FACR1_DROME","A0A0M9ABB1","Male sterility protein","Y"
"g16464",398,"scaffold_1095","POLO_DROME",NA,"POLO box duplicated region","Y"
"g16465",1732,"scaffold_1156",NA,NA,NA,"N"
"g16466",522,"scaffold_25",NA,NA,NA,"N"
"g16467",496,"scaffold_25",NA,NA,NA,"N"
"g16468",1260,"scaffold_25","ARRB_CAEEL","A0A2J7PCY3","Arrestin (or S-antigen), N-terminal domain,Arrestin (or S-antigen), C-terminal domain","Y"
"g16469",238,"scaffold_25",NA,NA,NA,"N"
"g1647",314,"scaffold_157",NA,NA,NA,"N"
"g16470",493,"scaffold_25",NA,NA,NA,"N"
"g16471",230,"scaffold_25",NA,NA,NA,"N"
"g16472",322,"scaffold_25",NA,NA,NA,"N"
"g16473",2148,"scaffold_25","S2611_MOUSE","T1IES7","Sulfate permease family","Y"
"g16474",301,"scaffold_25",NA,NA,NA,"N"
"g16475",200,"scaffold_25",NA,NA,NA,"N"
"g16476",338,"scaffold_25",NA,NA,NA,"N"
"g16477",1951,"scaffold_25","S2611_HUMAN","T1HYZ0","STAS domain,Sulfate permease family","Y"
"g16478",2267,"scaffold_25","CLCN7_MOUSE","T1IB59","Voltage gated chloride channel,CBS domain","Y"
"g16479",1590,"scaffold_25","TRM1_DROME","A0A2J7QEA8","N2,N2-dimethylguanosine tRNA methyltransferase","Y"
"g1648",596,"scaffold_157",NA,NA,NA,"N"
"g16480",1028,"scaffold_25",NA,NA,"HECT-like Ubiquitin-conjugating enzyme (E2)-binding","Y"
"g16481",949,"scaffold_25","DCPS_PIG","A0A2J7RPJ3","Scavenger mRNA decapping enzyme C-term binding,Scavenger mRNA decapping enzyme (DcpS) N-terminal","Y"
"g16482",2793,"scaffold_25","TOP3A_MOUSE","A0A2J7QL50","GRF zinc finger,Toprim domain,DNA topoisomerase,Topoisomerase DNA binding C4 zinc finger","Y"
"g16483",605,"scaffold_25","GID4_MOUSE","A0A482WM47","Vacuolar import and degradation protein","Y"
"g16484",440,"scaffold_25","UBCD1_DROME","A0A1I8PUD6","Ubiquitin-conjugating enzyme","Y"
"g16485",488,"scaffold_25",NA,NA,NA,"N"
"g16486",1142,"scaffold_25","SF3B4_RAT","C4WWY9","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","Y"
"g16487",961,"scaffold_25",NA,NA,"RING-H2 zinc finger domain","Y"
"g16488",221,"scaffold_25",NA,NA,NA,"N"
"g16489",824,"scaffold_25",NA,"A0A482WM89",NA,"Y"
"g1649",491,"scaffold_157",NA,NA,NA,"N"
"g16490",529,"scaffold_25",NA,"J9LRF5",NA,"Y"
"g16491",692,"scaffold_25","ACBD6_BOVIN","A0A482XLK1","Ankyrin repeats (3 copies),Acyl CoA binding protein","Y"
"g16492",697,"scaffold_25","MET23_RAT","A0A482XLJ8","Lysine methyltransferase","Y"
"g16493",226,"scaffold_25",NA,NA,NA,"N"
"g16494",581,"scaffold_25",NA,NA,NA,"N"
"g16495",638,"scaffold_25",NA,NA,NA,"N"
"g16496",1359,"scaffold_25","CYH1_HUMAN","E2B031","PH domain,Sec7 domain","Y"
"g16497",1345,"scaffold_25",NA,NA,NA,"N"
"g16498",585,"scaffold_25",NA,NA,NA,"N"
"g16499",601,"scaffold_25",NA,NA,NA,"N"
"g165",260,"scaffold_360",NA,NA,NA,"N"
"g1650",629,"scaffold_157",NA,NA,NA,"N"
"g16500",376,"scaffold_25",NA,NA,"Tetratricopeptide repeat","Y"
"g16501",490,"scaffold_25",NA,NA,NA,"N"
"g16502",1068,"scaffold_25",NA,NA,NA,"N"
"g16503",298,"scaffold_25",NA,NA,NA,"N"
"g16504",551,"scaffold_25",NA,NA,NA,"N"
"g16505",425,"scaffold_25",NA,NA,NA,"N"
"g16506",998,"scaffold_25",NA,NA,NA,"N"
"g16507",854,"scaffold_25",NA,NA,NA,"N"
"g16508",1193,"scaffold_25",NA,NA,NA,"N"
"g16509",1008,"scaffold_25",NA,NA,NA,"N"
"g1651",890,"scaffold_157",NA,NA,NA,"N"
"g16510",233,"scaffold_25",NA,NA,NA,"N"
"g16511",4520,"scaffold_25","ANKF1_HUMAN","A0A482XT91","Fibronectin type III domain,Ankyrin repeats (many copies),Ras association (RalGDS/AF-6) domain","Y"
"g16512",1090,"scaffold_25",NA,NA,NA,"N"
"g16513",1267,"scaffold_25","OSBL1_HUMAN","A0A482WMA9","Oxysterol-binding protein","Y"
"g16514",2492,"scaffold_25",NA,NA,NA,"N"
"g16515",402,"scaffold_25",NA,NA,"rRNA processing","Y"
"g16516",748,"scaffold_25","SBDS_XENLA","K7J3I9","SBDS protein C-terminal domain,Shwachman-Bodian-Diamond syndrome (SBDS) protein","Y"
"g16517",749,"scaffold_25","YETS4_HUMAN","A0A026WRK6","YEATS family","Y"
"g16518",386,"scaffold_25","NTF2_CAEEL","T1I158","Nuclear transport factor 2 (NTF2) domain","Y"
"g16519",756,"scaffold_25","TMM65_HUMAN","A0A482WPV9","Transmembrane protein 65","Y"
"g1652",677,"scaffold_157",NA,NA,NA,"N"
"g16520",2129,"scaffold_25","ANR27_PONAB","A0A1S3D0V2","Ankyrin repeats (3 copies),Vacuolar sorting protein 9 (VPS9) domain,Ankyrin repeats (many copies)","Y"
"g16521",1032,"scaffold_25",NA,NA,NA,"N"
"g16522",1198,"scaffold_25","MP2K4_MOUSE","K7J4T5","Protein kinase domain","Y"
"g16523",878,"scaffold_25",NA,NA,NA,"N"
"g16524",1238,"scaffold_25",NA,"A0A482XJF2",NA,"Y"
"g16525",558,"scaffold_25",NA,NA,NA,"N"
"g16526",1457,"scaffold_25",NA,"D6WQG5","Predicted AAA-ATPase","Y"
"g16527",1800,"scaffold_25",NA,NA,"Predicted AAA-ATPase","Y"
"g16528",1695,"scaffold_25",NA,NA,NA,"N"
"g16529",528,"scaffold_25","KITH_SHEVK","A0A3Q0ISU7","Thymidine kinase","Y"
"g1653",1733,"scaffold_157",NA,NA,NA,"N"
"g16530",2714,"scaffold_25","ANR27_HUMAN","A0A067QQD7","Ankyrin repeats (many copies),Ankyrin repeats (3 copies),Ankyrin repeat,Vacuolar sorting protein 9 (VPS9) domain","Y"
"g16531",619,"scaffold_25",NA,NA,NA,"N"
"g16532",426,"scaffold_25",NA,NA,NA,"N"
